name;startDateTime;sales_datetime;end_datetime;min_price;max_price;nameArtist;type;subtype;VenueName;VenueCity;VenueState;links;num_links;spotify_url;seguidores;popularidad;youtube_url;subscriptores;wiki_url;premios;VenueClass;NumGeneros;URL_Wikipedia;Edad;DiasVenta;dias_desde_finVenta;peso_promotor;tiene_lastfm_url;Generos_combinados;conciertos_del_artista_en_ciudad
Mother Mother;2024-03-01 20:00:00+00:00;2023-06-16 08:00:00+00:00;2024-02-29 11:15:00+00:00;25.0;80.0;Mother Mother;Group;Band;Palacio Vistalegre;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/mothermothermusic'}], 'twitter': [{'url': 'https://twitter.com/mothermother'}], 'itunes': [{'url': 'https://itunes.apple.com/ca/artist/mother-mother/id215388019'}], 'lastfm': [{'url': 'http://www.last.fm/music/Mother+Mother'}], 'facebook': [{'url': 'https://www.facebook.com/MotherMotherBook'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Mother_Mother'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph'}], 'musicbrainz': [{'id': '69681b02-05b8-4685-80cb-e98983b7a96f'}], 'instagram': [{'url': 'https://www.instagram.com/mothermothermusic/'}], 'homepage': [{'url': 'http://www.mothermothersite.com/'}]};10;https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph;3903875.0;73.0;https://www.youtube.com/user/mothermothermusic;1716398.4314720812;https://en.wikipedia.org/wiki/Mother_Mother;0.0;2;3;https://es.wikipedia.org/wiki/Universal_Mother;;258;1.0;85;1;Rock,Pop;2.0
Manolo García;2024-03-16 20:00:00+00:00;2023-09-22 07:00:00+00:00;2024-03-16 20:00:00+00:00;60.0;60.0;Manolo Garcia;Undefined;Undefined;Auditorio La Alameda;Jaén;Jaén;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;0;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;176;0.0;15;0;Rock,Pop;2.0
Taylor Swift | The Eras Tour;2024-04-27 19:30:00+00:00;2024-02-22 12:00:00+00:00;2024-04-27 19:30:00+00:00;65.0;200.0;Taylor Swift;Undefined;Undefined;Estadio Santiago Bernabéu;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/TaylorSwiftVEVO'}, {'url': 'https://www.youtube.com/user/taylorswift'}], 'twitter': [{'url': 'https://twitter.com/taylorswift13'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/taylor-swift/159260351'}], 'lastfm': [{'url': 'http://www.last.fm/music/Taylor+Swift'}], 'facebook': [{'url': 'https://www.facebook.com/TaylorSwift'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Taylor_Swift'}], 'spotify': [{'url': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/taylorswift/'}, {'url': 'http://instagram.com/taylorswift'}], 'musicbrainz': [{'id': '20244d07-534f-4eff-b4d4-930878889970'}], 'homepage': [{'url': 'https://www.taylorswift.com/'}]};10;https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true;106263586.0;100.0;https://www.youtube.com/user/TaylorSwiftVEVO;1716398.4314720812;https://en.wikipedia.org/wiki/Taylor_Swift;0.0;3;1;https://es.wikipedia.org/wiki/Taylor_Swift;34.0;65;0.0;2;1;Rock,Pop;3.0
Camilo;2024-05-29 18:00:00+00:00;2024-02-28 14:00:00+00:00;2024-05-29 18:00:00+00:00;40.0;90.0;Camilo;Individual;Musician;Coliseum;A Coruña;La Corunna;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;91;0.0;3;0;Rock,Pop,Latin;2.0
Miguel Ríos cumple 80 años. Granada All Stars;2024-06-08 20:00:00+00:00;2024-02-23 18:20:00+00:00;2024-06-08 20:00:00+00:00;35.0;60.0;Miguel Rios;Undefined;Undefined;Plaza de Toros de Granada;Granada;Granada;{'youtube': [{'url': 'https://www.youtube.com/channel/UCYHXT-5pUF-bDQqjLJBKO6g'}], 'twitter': [{'url': 'https://twitter.com/mrios'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/miguel-r%C3%ADos/2784646'}], 'facebook': [{'url': 'https://www.facebook.com/miguelriosofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1dpnxi6xgoB2kaRYnnoatZ?autoplay=true'}], 'musicbrainz': [{'id': 'ab4f619d-b019-462e-abbb-2b0418829a1d'}], 'instagram': [{'url': 'https://www.instagram.com/miguelriosofficial/'}], 'homepage': [{'url': 'https://miguel-rios.com/'}]};8;https://open.spotify.com/artist/1dpnxi6xgoB2kaRYnnoatZ?autoplay=true;270235.0;54.0;https://www.youtube.com/channel/UCYHXT-5pUF-bDQqjLJBKO6g;39300.0;;;2;5;https://es.wikipedia.org/wiki/Miguel_Ríos;79.0;106;0.0;1;0;Rock,Pop,World,Latin;1.0
MANÁ;2024-06-08 19:30:00+00:00;2024-02-22 12:00:00+00:00;2024-06-08 19:30:00+00:00;85.0;260.0;MANÁ;Undefined;Undefined;Plaza de Toros de Murcia;Murcia;Murcia;{'youtube': [{'url': 'https://www.youtube.com/user/officialmana'}, {'url': 'https://www.youtube.com/user/OficialMana'}], 'twitter': [{'url': 'https://twitter.com/manaoficial'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/man%C3%A1/89034'}], 'lastfm': [{'url': 'http://www.last.fm/music/Man%C3%A1'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Man%C3%A1'}], 'facebook': [{'url': 'https://www.facebook.com/mana'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manaoficial'}], 'musicbrainz': [{'id': '55441123-89a2-49ab-ae3f-df7a3e86835a'}], 'homepage': [{'url': 'http://www.mana.com.mx/'}]};10;https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz?autoplay=true;10615731.0;78.0;https://www.youtube.com/user/officialmana;1716398.4314720812;https://en.wikipedia.org/wiki/Man%C3%A1;0.0;2;6;https://es.wikipedia.org/wiki/Maná_(banda);43.0;107;0.0;10;1;Rock,Pop,World,Latin;2.0
Pearl Jam - Dark Matter World Tour 2024;2024-06-15 19:30:00+00:00;2023-12-01 11:00:00+00:00;2024-06-15 19:30:00+00:00;81.0;280.0;Pearl Jam;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/pearljam'}, {'url': 'https://www.youtube.com/user/PearljamVEVO'}], 'twitter': [{'url': 'https://twitter.com/PearlJam'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id467464'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pearl+Jam'}], 'facebook': [{'url': 'https://www.facebook.com/PearlJam'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pearl_Jam'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56'}], 'musicbrainz': [{'id': '83b9cbe7-9857-49e2-ab8e-b57b01038103'}], 'instagram': [{'url': 'https://www.instagram.com/pearljam/'}], 'homepage': [{'url': 'http://www.pearljam.com/'}]};10;https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56;8601325.0;75.0;https://www.youtube.com/pearljam;1716398.4314720812;https://en.wikipedia.org/wiki/Pearl_Jam;0.0;1;7;https://es.wikipedia.org/wiki/Pearl_Jam;;197;0.0;5;1;Rock,Alternative Rock,Pop;5.0
Pearl Jam - Dark Matter World Tour 2024;2024-07-06 19:00:00+00:00;2024-02-23 09:00:00+00:00;2024-07-06 19:00:00+00:00;81.0;280.0;Pearl Jam;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/pearljam'}, {'url': 'https://www.youtube.com/user/PearljamVEVO'}], 'twitter': [{'url': 'https://twitter.com/PearlJam'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id467464'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pearl+Jam'}], 'facebook': [{'url': 'https://www.facebook.com/PearlJam'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pearl_Jam'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56'}], 'musicbrainz': [{'id': '83b9cbe7-9857-49e2-ab8e-b57b01038103'}], 'instagram': [{'url': 'https://www.instagram.com/pearljam/'}], 'homepage': [{'url': 'http://www.pearljam.com/'}]};10;https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56;8601325.0;75.0;https://www.youtube.com/pearljam;1716398.4314720812;https://en.wikipedia.org/wiki/Pearl_Jam;0.0;1;7;https://es.wikipedia.org/wiki/Pearl_Jam;;134;0.0;5;1;Rock,Alternative Rock,Pop;5.0
Carlos Vives - El Rock de mi pueblo vive - Tour España 2024;2024-07-08 19:00:00+00:00;2024-02-23 09:00:00+00:00;2024-07-08 19:00:00+00:00;48.0;185.0;Carlos Vives;Undefined;Undefined;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCcoTDF00osWsjkiO3eC9viw'}], 'twitter': [{'url': 'https://twitter.com/carlosvives'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/carlos-vives/554369'}], 'lastfm': [{'url': 'https://www.last.fm/music/Carlos+Vives'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Carlos_Vives'}], 'facebook': [{'url': 'https://www.facebook.com/carlosvivesoficial'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr'}], 'musicbrainz': [{'id': 'ac367c2e-7783-41e5-a184-131da6b0c166'}], 'instagram': [{'url': 'https://www.instagram.com/carlosvives/'}], 'homepage': [{'url': 'http://www.carlosvives.com/'}]};10;https://open.spotify.com/artist/4vhNDa5ycK0ST968ek7kRr;5976238.0;73.0;https://www.youtube.com/channel/UCcoTDF00osWsjkiO3eC9viw;5960000.0;https://en.wikipedia.org/wiki/Carlos_Vives;27.0;2;3;https://es.wikipedia.org/wiki/Carlos_Vives;62.0;136;0.0;22;1;Rock,Pop,World,Latin;1.0
Nil Moliner;2024-07-14 19:00:00+00:00;2024-02-29 11:00:00+00:00;2024-07-14 19:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala The One;San Vicente del Raspeig;Alacant;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;136;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-10-19 19:00:00+00:00;2024-03-01 11:00:00+00:00;2024-10-19 19:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala Capitol;Santiago de Compostela;La Corunna;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;232;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-10-25 19:00:00+00:00;2024-03-01 11:00:00+00:00;2024-10-25 19:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala Lava;Valladolid;Valladolid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;238;0.0;65;0;Rock,Pop;1.0
Joan Dausà;2024-10-25 16:00:00+00:00;2024-03-06 09:00:00+00:00;2024-10-25 16:00:00+00:00;32.0;45.0;Joan Dausà;Undefined;Undefined;Palacio Vistalegre;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/JoanDausa'}], 'twitter': [{'url': 'https://twitter.com/joandausa'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1GRFao1QTh0i5Wx5Ms0A3I?si=Ajf6jx69Rf-t6DrLQtwSmg&nd=1'}], 'instagram': [{'url': 'https://www.instagram.com/joandausa/'}], 'homepage': [{'url': 'https://joandausa.com/'}]};5;https://open.spotify.com/artist/1GRFao1QTh0i5Wx5Ms0A3I?si=Ajf6jx69Rf-t6DrLQtwSmg&nd=1;46531.0;47.0;https://www.youtube.com/user/JoanDausa;1716398.4314720812;;;2;3;https://es.wikipedia.org/wiki/Joan_Dausà_i_Riera;44.0;233;0.0;1;0;Rock,Pop,Ballads/Romantic;1.0
Nil Moliner;2024-10-26 20:00:00+00:00;2024-03-01 11:00:00+00:00;2024-10-26 20:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala Custom;Sevilla;Seville;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;239;0.0;65;0;Rock,Pop;1.0
Nada Surf;2024-10-26 19:00:00+00:00;2024-02-19 09:30:00+00:00;2024-10-26 19:00:00+00:00;30.0;30.0;Nada Surf;Undefined;Undefined;Kafe Antzokia;Bilbao;Biscay;{'youtube': [{'url': 'https://www.youtube.com/user/nadasurf'}], 'twitter': [{'url': 'https://twitter.com/nadasurf'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id193835'}], 'lastfm': [{'url': 'http://www.last.fm/music/Nada+Surf'}], 'facebook': [{'url': 'https://www.facebook.com/NadaSurf'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Nada_Surf'}], 'spotify': [{'url': 'https://open.spotify.com/artist/11zHPjHnZN0ACA50rSnTcy?si=KRPgIdO3Q3qKD-GgmpQspg&nd=1'}], 'musicbrainz': [{'id': 'b9a2a9a6-7a40-48a6-bcb1-8eff5b89ad5b'}], 'instagram': [{'url': 'https://www.instagram.com/nadasurf_official/'}], 'homepage': [{'url': 'http://www.nadasurf.com/'}]};10;https://open.spotify.com/artist/11zHPjHnZN0ACA50rSnTcy?si=KRPgIdO3Q3qKD-GgmpQspg&nd=1;183887.0;46.0;https://www.youtube.com/user/nadasurf;1716398.4314720812;https://en.wikipedia.org/wiki/Nada_Surf;0.0;0;1;https://es.wikipedia.org/wiki/Surf_Mesa;23.0;250;0.0;65;1;Rock,Alternative Rock,Pop;1.0
Nil Moliner;2024-11-15 20:00:00+00:00;2024-03-01 11:00:00+00:00;2024-11-15 20:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Aliatar;Granada;Granada;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;259;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-11-15 21:00:00+00:00;2024-03-01 11:00:00+00:00;2024-11-15 21:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala Santana 27;Bilbao;Biscay;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;259;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-11-16 20:00:00+00:00;2024-03-01 11:00:00+00:00;2024-11-16 20:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Andén 56;Burgos;Burgos;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;260;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-11-22 20:30:00+00:00;2024-03-01 11:00:00+00:00;2024-11-22 20:30:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Sala Oasis;Zaragoza;Saragossa;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;0;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;266;0.0;65;0;Rock,Pop;1.0
Nil Moliner;2024-11-23 20:00:00+00:00;2024-03-01 11:00:00+00:00;2024-11-23 20:00:00+00:00;30.0;50.0;Nil Moliner;Undefined;Undefined;Live Las Ventas;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA'}], 'twitter': [{'url': 'https://twitter.com/nilmoliner'}], 'itunes': [{'url': 'https://music.apple.com/ca/playlist/nil-moliner-essentials/pl.f1b996c0f6974b60a73e8ff2d0289538'}], 'facebook': [{'url': 'https://www.facebook.com/NilMolinerMusic'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/nilmoliner/'}], 'homepage': [{'url': 'https://www.nilmoliner.com/'}]};7;https://open.spotify.com/artist/6X8uzem5Dbl4l2so4CeexD?autoplay=true;235341.0;61.0;https://www.youtube.com/channel/UCtyYWW-_raQnZFABijZK8SA;203000.0;;;2;1;https://es.wikipedia.org/wiki/Nil_Moliner;31.0;267;0.0;65;0;Rock,Pop;1.0
AC/DC - Power Up Tour;2024-11-30 21:00:00+00:00;2024-03-01 11:00:00+00:00;2024-11-30 21:00:00+00:00;105.0;340.0;AC/DC;Undefined;Undefined;Estadio La Cartuja de Sevilla;Sevilla;Seville;{'youtube': [{'url': 'https://www.youtube.com/user/acdc'}, {'url': 'https://www.youtube.com/user/acdcVEVO'}], 'twitter': [{'url': 'https://twitter.com/AC_DC'}], 'itunes': [{'url': 'https://itunes.apple.com/artist/id5040714'}], 'lastfm': [{'url': 'http://www.last.fm/music/AC%2FDC'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/AC/DC'}], 'facebook': [{'url': 'https://www.facebook.com/acdc'}], 'spotify': [{'url': 'https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un'}], 'instagram': [{'url': 'https://instagram.com/acdc'}], 'musicbrainz': [{'id': '66c662b6-6e2f-4930-8610-912e24c63ed1'}], 'homepage': [{'url': 'http://www.acdc.com/'}]};10;https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un;27979560.0;82.0;https://www.youtube.com/user/acdc;1716398.4314720812;https://en.wikipedia.org/wiki/AC/DC;0.0;3;3;https://es.wikipedia.org/wiki/AC/DC;;274;0.0;85;1;Rock,Hard Rock,Heavy Metal,Metal;4.0
AC/DC - Power Up Tour;2024-12-14 20:00:00+00:00;2024-03-01 11:00:00+00:00;2024-12-14 20:00:00+00:00;105.0;300.0;AC/DC;Undefined;Undefined;Estadio La Cartuja de Sevilla;Sevilla;Seville;{'youtube': [{'url': 'https://www.youtube.com/user/acdc'}, {'url': 'https://www.youtube.com/user/acdcVEVO'}], 'twitter': [{'url': 'https://twitter.com/AC_DC'}], 'itunes': [{'url': 'https://itunes.apple.com/artist/id5040714'}], 'lastfm': [{'url': 'http://www.last.fm/music/AC%2FDC'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/AC/DC'}], 'facebook': [{'url': 'https://www.facebook.com/acdc'}], 'spotify': [{'url': 'https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un'}], 'instagram': [{'url': 'https://instagram.com/acdc'}], 'musicbrainz': [{'id': '66c662b6-6e2f-4930-8610-912e24c63ed1'}], 'homepage': [{'url': 'http://www.acdc.com/'}]};10;https://open.spotify.com/artist/711MCceyCBcFnzjGY4Q7Un;27979560.0;82.0;https://www.youtube.com/user/acdc;1716398.4314720812;https://en.wikipedia.org/wiki/AC/DC;0.0;3;3;https://es.wikipedia.org/wiki/AC/DC;;288;0.0;85;1;Rock,Hard Rock,Heavy Metal,Metal;4.0
Las Novias + La Broma Negra;2024-05-29 19:30:00+00:00;2024-02-16 09:00:00+00:00;2024-05-29 19:30:00+00:00;22.0;22.0;Las Novias;Undefined;Undefined;Sala Upload - Poble Espanyol;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/channel/UCR_EfKc8xr8ReBawxyAJH2g'}], 'twitter': [{'url': 'https://twitter.com/las_novias?lang=fi'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/las-novias/819245858'}], 'facebook': [{'url': 'https://www.facebook.com/LASNOVIAS/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2uPw9gs3xfvgfhLYTzQzj4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/lasnoviaszgz/'}], 'homepage': [{'url': 'https://lasnovias.org/'}]};7;https://open.spotify.com/artist/2uPw9gs3xfvgfhLYTzQzj4?autoplay=true;2483.0;15.0;https://www.youtube.com/channel/UCR_EfKc8xr8ReBawxyAJH2g;667.0;;;0;1;https://es.wikipedia.org/wiki/Sandra_(cantante);61.0;103;0.0;13;0;Rock,Alternative,Pop,Alternative Rock;2.0
Patriarchy;2024-06-01 19:30:00+00:00;2024-02-20 09:00:00+00:00;2024-06-01 19:30:00+00:00;19.0;19.0;Patriarchy;Group;Band;Sala Specka;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;0;1;https://es.wikipedia.org/wiki/Complejo_Virgen-Prostituta;;102;0.0;10;0;Alternative,Alternative Rock;2.0
