Test Fold,MAPE Train,RMSE Train,MSE Train,MAPE Val,RMSE Val,MSE Val
0,0.0,0.0,0.0,0.30229805995924297,17.512686277243745,306.6941806451614
1,0.0020444510444510445,0.8120710926141008,0.6594594594594595,0.30611538366315477,14.022331814506781,196.62578951612903
2,0.0020389403947355454,0.8109759186935261,0.6576819407008087,0.25449046749505766,22.295909720033908,497.1075902439025
3,0.0020389403947355432,0.8109759186935261,0.6576819407008087,0.2983081638594841,18.756049517314008,351.789393495935
Promedio,0.0015305829584805334,0.6085057325002883,0.49370583521526923,0.2903030187442349,18.14674433227461,338.054238475282
