Test Fold,MAPE Train,RMSE Train,MSE Train,MAPE Val,RMSE Val,MSE Val
0,0.021364731456815687,1.4603085824866402,2.1325011560841407,0.09824454158340207,5.475284989623477,29.97874571759616
1,0.028060462321109106,1.9071093749760177,3.637066168121417,0.06737594870229914,3.5406875139109686,12.536468071165036
2,0.027899061638533642,1.7949926737993698,3.2219986989934104,0.07793224870920719,4.999260304318472,24.992603590334426
3,0.02355079570311323,1.747954264614588,3.0553441111843256,0.08916550880676058,4.500609886135265,20.25548934717848
Promedio,0.025218762779892916,1.727591223969154,3.0117275335958236,0.08317956195041723,4.628960673497046,21.940826681568527
