Fold,MAPE Train,RMSE Train,MSE Train,MAPE Val,RMSE Val,MSE Val
Fold 1,0.20068870903561534,10.543483669491721,111.1650478888386,0.435639348463364,21.431807455619307,459.3223708147394
Fold 2,0.21416014069067182,11.43691233748796,130.80296381538435,0.45824911670452856,16.415188240356013,269.45840496632235
Fold 3,0.216378854775477,11.22568968040136,126.01610880066958,0.3745203762837745,22.515329152673576,506.94004685323256
Fold 4,0.1754189001817391,9.787533793872857,95.7958177662032,0.40171563404759814,19.6030281458455,384.2787124868109
