name,EventStartTime,SalesStartTIme,SalesEndTime,min_price,max_price,nameArtist,VenueName,VenueCity,VenueState,num_links,seguidoresSpotify,popularidad,subsYT,VenueClass,NumGeneros,peso_promotor,tiene_lastfm_url,Generos_combinados,conciertos_del_artista_en_ciudad,tiene_twitter,tiene_instagram,tiene_itunes,tiene_homepage,Adult Contemporary,Alternative,Alternative Rock,Ballads/Romantic,Blues,Classical,Classical/Vocal,Club Dance,Dance,Dance/Electronic,Flamenco,Folk,Funky Breaks,Hard Rock,Heavy Metal,Hip-Hop/Rap,Indie Pop,Jazz,Jazz Blues,K-Pop,Latin,Latin Pop,Metal,New Wave,Other,Performance Art,Pop,Pop Metal,Pop Rock,Pop Vocal,Psychedelic,R&B,Reggae,Rock,Singer-Songwriter,Soul,Urban,World,tiene_wiki,tiene_youtube,dias_Venta,dias_desdeFinVenta,num_noches
Manolo García,2024-04-20 19:30:00+00:00,2023-12-12 11:00:00+00:00,2024-04-20 19:30:00+00:00,47.0,52.0,Manolo Garcia,Plaza de toros de Albacete,Albacete,Albacete,5,617811.0,57.0,199000.0,2,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,130,0,1
Marc Seguí - AAAAAA Tour,2024-04-20 20:00:00+00:00,2023-12-21 09:00:00+00:00,2024-04-20 20:00:00+00:00,20.0,20.0,Marc Seguí,Sala Changó,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,14,0,"New Wave,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,121,0,1
Rulo y la Contrabanda - Tour 5,2024-04-20 19:00:00+00:00,2024-02-12 15:15:00+00:00,2024-04-20 19:00:00+00:00,28.0,28.0,Rulo y la Contrabanda,Mamba,Murcia,Murcia,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,68,0,1
Miriam Rodríguez,2024-04-26 20:00:00+00:00,2023-10-19 10:00:00+00:00,2024-04-26 20:00:00+00:00,25.0,60.0,Miriam Rodriguez,Sala Oasis,Zaragoza,Saragossa,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,190,0,1
Miguel Mateos,2024-04-26 20:00:00+00:00,2023-12-12 11:00:00+00:00,2024-04-26 20:00:00+00:00,36.6,36.6,Miguel Mateos,Sala París 15,Málaga,Málaga,8,660772.0,51.0,174000.0,0,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,136,0,1
Rulo y la Contrabanda - Tour 5,2024-04-26 18:30:00+00:00,2024-01-17 13:57:00+00:00,2024-04-26 18:30:00+00:00,30.0,30.0,Rulo y la Contrabanda,Sala Repvblicca,Mislata,Valencia,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,100,0,1
Miriam Rodríguez,2024-04-27 20:00:00+00:00,2023-10-19 10:00:00+00:00,2024-04-27 20:00:00+00:00,26.5,60.0,Miriam Rodriguez,LA SALA (WIZINK CENTER),Madrid,Madrid,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,191,0,1
Marlon,2024-04-27 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-04-27 19:00:00+00:00,27.0,27.0,MARLON,Sala Capitol,Santiago de Compostela,La Corunna,6,194.0,0.0,1716398.4314720812,0,1,65,0,"Rock,Alternative,Pop,Alternative Rock",1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,137,0,1
La Sonrisa de Julia,2024-04-27 19:00:00+00:00,2023-11-07 11:00:00+00:00,2024-04-27 19:00:00+00:00,22.0,22.0,La Sonrisa De Julia,Sala MasterClub,Vigo,Pontevedra,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,172,0,1
Miguel Mateos,2024-04-27 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-04-27 19:00:00+00:00,36.6,36.6,Miguel Mateos,Es Gremi,Palma de Mallorca,Balearic Islands,8,660772.0,51.0,174000.0,0,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,137,0,1
Miguel Mateos,2024-04-27 18:30:00+00:00,2024-01-17 13:57:00+00:00,2024-04-27 18:30:00+00:00,36.6,36.6,Miguel Mateos,La Riviera,Madrid,Madrid,8,660772.0,51.0,174000.0,1,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,101,0,1
Miguel Mateos,2024-04-28 18:00:00+00:00,2024-01-17 13:57:00+00:00,2024-04-28 18:00:00+00:00,36.6,36.6,Miguel Mateos,Sala Santana 27,Bilbao,Biscay,8,660772.0,51.0,174000.0,0,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,102,0,1
Marc Seguí - AAAAAA Tour,2024-05-02 18:30:00+00:00,2024-01-17 13:57:00+00:00,2024-05-02 18:30:00+00:00,20.0,20.0,Marc Seguí,Sala Las Armas,Zaragoza,Saragossa,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,14,0,"New Wave,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,106,0,1
La Sonrisa de Julia,2024-05-03 20:00:00+00:00,2023-10-31 15:00:00+00:00,2024-05-03 20:00:00+00:00,22.0,22.0,La Sonrisa De Julia,Sala Jerusalem,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,185,0,1
Charlie USG,2024-05-03 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-05-03 19:00:00+00:00,18.0,18.0,Charlie USG,Sala Cientocero,Valladolid,Valladolid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,143,0,1
Miguel Mateos,2024-05-03 19:00:00+00:00,2023-12-14 18:00:00+00:00,2024-05-03 19:00:00+00:00,36.6,36.6,Miguel Mateos,Sala Repvblicca,Mislata,Valencia,8,660772.0,51.0,174000.0,0,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,141,0,1
Rulo y la Contrabanda - Tour 5,2024-05-03 18:30:00+00:00,2024-01-17 13:57:00+00:00,2024-05-03 18:30:00+00:00,30.0,30.0,Rulo y la Contrabanda,Sala Capitol,Santiago de Compostela,La Corunna,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,107,0,1
Marc Seguí - AAAAAA Tour,2024-05-04 19:00:00+00:00,2023-10-19 10:00:00+00:00,2024-05-04 19:00:00+00:00,20.0,20.0,Marc Seguí,Stage Live,Bilbao,Biscay,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,14,0,"New Wave,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,198,0,1
Miriam Rodríguez,2024-05-04 19:00:00+00:00,2023-04-17 19:00:00+00:00,2024-05-04 19:00:00+00:00,25.0,60.0,Miriam Rodriguez,Sala Custom,Sevilla,Seville,5,208232.0,45.0,132000.0,0,1,16,0,"Rock,Pop",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,383,0,1
Manolo García,2024-05-04 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-05-04 19:00:00+00:00,47.0,52.0,Manolo Garcia,Enjoy! Multiusos Sánchez Paraíso,Salamanca,Salamanca,5,617811.0,57.0,199000.0,1,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,144,0,1
La Sonrisa de Julia,2024-05-04 20:00:00+00:00,2023-11-30 11:00:00+00:00,2024-05-04 20:00:00+00:00,22.0,22.0,La Sonrisa De Julia,Sala Sidecar,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,156,0,1
Charlie USG,2024-05-04 19:30:00+00:00,2023-12-12 11:00:00+00:00,2024-05-04 19:30:00+00:00,18.0,18.0,Charlie USG,Fever - Sala Blue,Bilbao,Biscay,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,144,0,1
Miguel Mateos,2024-05-04 19:00:00+00:00,2023-12-14 18:00:00+00:00,2024-05-04 19:00:00+00:00,36.6,36.6,Miguel Mateos,Sala Razzmatazz 1,Barcelona,Barcelona,8,660772.0,51.0,174000.0,0,5,6,0,"Rock,Pop,World,Latin",1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,142,0,1
Mikel Erentxun,2024-05-04 18:30:00+00:00,2024-01-17 13:57:00+00:00,2024-05-04 18:30:00+00:00,27.0,27.0,Mikel Erentxun,Escenario Santander,Santander,Cantabria,7,155448.0,56.0,1716398.4314720812,0,3,65,0,"Pop Rock,Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,108,0,1
ITZY 2ND WORLD TOUR ‘BORN TO BE’,2024-05-04 20:00:00+00:00,2024-02-02 10:00:00+00:00,2024-05-04 21:00:00+00:00,65.0,240.0,ITZY,Palacio Vistalegre,Madrid,Madrid,7,7029689.0,73.0,1716398.4314720812,2,2,85,0,"Rock,Pop,K-Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,92,-1,1
Manolo García,2024-05-04 18:00:00+00:00,2024-02-02 09:00:00+00:00,2024-05-04 18:00:00+00:00,40.0,70.0,Manolo Garcia,WiZink Center,Madrid,Madrid,5,617811.0,57.0,199000.0,2,4,15,0,"Rock,Pop",2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,92,0,2
Lil Yachty : The Field Trip Tour,2024-05-09 18:30:00+00:00,2023-11-30 11:00:00+00:00,2024-05-09 18:30:00+00:00,30.0,30.0,Lil Yachty,Sala Razzmatazz,Barcelona,Barcelona,8,9758817.0,80.0,3040000.0,0,4,85,0,"Rock,Pop,Hip-Hop/Rap",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,161,0,1
La Sonrisa de Julia,2024-05-10 18:30:00+00:00,2023-05-12 10:00:00+00:00,2024-05-10 18:30:00+00:00,22.0,22.0,La Sonrisa De Julia,Sala Doka,Donostia/San Sebastián,Guipuscoa,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,364,0,1
Antoñito Molina,2024-05-10 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-05-10 19:00:00+00:00,25.0,60.0,Antoñito Molina,Estadio La Cartuja de Sevilla,Sevilla,Seville,0,4564084.492307693,60.90461538461538,1716398.4314720812,3,1,3,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,150,0,1
Charlie USG,2024-05-10 19:30:00+00:00,2023-11-30 09:00:00+00:00,2024-05-10 19:30:00+00:00,20.0,20.0,Charlie USG,LA SALA (WIZINK CENTER),Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,162,0,1
Mikel Erentxun,2024-05-10 19:00:00+00:00,2023-12-14 18:00:00+00:00,2024-05-10 19:00:00+00:00,27.0,27.0,Mikel Erentxun,Sala Custom,Sevilla,Seville,7,155448.0,56.0,1716398.4314720812,0,3,65,0,"Pop Rock,Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,148,0,1
Pol Granch - Tour 2024,2024-05-10 19:00:00+00:00,2024-02-02 10:00:00+00:00,2024-05-10 19:00:00+00:00,20.0,20.0,Pol Granch,LA SALA (WIZINK CENTER),Madrid,Madrid,7,261827.0,64.0,459000.0,0,1,65,0,"Rock,Pop,Singer-Songwriter",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,98,0,2
La Sonrisa de Julia,2024-05-11 19:00:00+00:00,2023-12-05 11:00:00+00:00,2024-05-11 19:00:00+00:00,22.0,22.0,La Sonrisa De Julia,Sala Mon Live,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,158,0,1
Fran Perea,2024-05-11 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-05-11 19:00:00+00:00,25.0,38.0,Fran Perea,Sala Rem,Murcia,Murcia,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Pop Vocal",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,151,0,1
Charlie USG,2024-05-11 20:15:00+00:00,2023-09-26 10:00:00+00:00,2024-05-11 20:15:00+00:00,18.0,18.0,Charlie USG,WOLF,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,228,0,1
Mikel Erentxun,2024-05-12 19:00:00+00:00,2023-12-20 11:00:00+00:00,2024-05-12 19:00:00+00:00,27.0,27.0,Mikel Erentxun,Zentral,Pamplona/Iruña,Navarre,7,155448.0,56.0,1716398.4314720812,0,3,65,0,"Pop Rock,Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,144,0,1
Tan Biónica: La Última Noche Mágica Tour,2024-05-16 18:30:00+00:00,2024-02-02 10:00:00+00:00,2024-05-16 18:30:00+00:00,38.0,38.0,Tan Biónica,WiZink Center,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,85,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,104,0,1
Marlon,2024-05-16 19:00:00+00:00,2024-02-09 09:00:00+00:00,2024-05-16 19:00:00+00:00,27.0,27.0,MARLON,Sala Razzmatazz 1,Barcelona,Barcelona,6,194.0,0.0,1716398.4314720812,0,1,65,0,"Rock,Alternative,Pop,Alternative Rock",1.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,97,0,1
Fran Perea,2024-05-17 19:00:00+00:00,2023-11-07 11:00:00+00:00,2024-05-17 19:00:00+00:00,25.0,38.0,Fran Perea,Sala Apolo,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Pop Vocal",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,192,0,1
Rulo y la Contrabanda - Tour 5,2024-05-17 19:00:00+00:00,2023-09-26 10:00:00+00:00,2024-05-17 19:00:00+00:00,28.0,28.0,Rulo y la Contrabanda,Sala Industrial Copera,Granada,Granada,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,234,0,1
Manolo García,2024-05-18 19:00:00+00:00,2023-10-19 10:00:00+00:00,2024-05-18 19:00:00+00:00,40.0,70.0,Manolo Garcia,Palau Sant Jordi,Barcelona,Barcelona,5,617811.0,57.0,199000.0,1,4,6,0,"Rock,Pop",2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,212,0,2
Tan Biónica: La Última Noche Mágica Tour,2024-05-18 19:00:00+00:00,2023-11-30 11:00:00+00:00,2024-05-18 19:00:00+00:00,38.0,42.0,Tan Biónica,Sant Jordi Club,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,85,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,170,0,1
Tate McRae – THINK LATER TOUR,2024-05-19 19:00:00+00:00,2024-02-09 09:00:00+00:00,2024-05-19 19:00:00+00:00,39.0,100.0,Tate McRae,Sant Jordi Club,Barcelona,Barcelona,9,5081259.0,85.0,5330000.0,1,1,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,0,1
Tate McRae – THINK LATER TOUR,2024-05-20 19:00:00+00:00,2023-11-10 09:00:00+00:00,2024-05-20 19:00:00+00:00,37.0,90.0,Tate McRae,Palacio Vistalegre,Madrid,Madrid,9,5081259.0,85.0,5330000.0,2,1,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,192,0,1
Vida Records & Friends: Boye,2024-05-21 19:00:00+00:00,2023-11-10 09:00:00+00:00,2024-05-21 19:00:00+00:00,15.0,15.0,Vida Records & Friends,Sala El Sol,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,2,0,"Rock,Alternative,Pop,Indie Pop",1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,193,0,1
Rulo y la Contrabanda - Tour 5,2024-05-22 19:30:00+00:00,2023-12-01 15:30:00+00:00,2024-05-22 19:30:00+00:00,30.0,30.0,Rulo y la Contrabanda,Zentral,Pamplona/Iruña,Navarre,6,179092.0,50.0,67000.0,0,4,65,0,"Rock,Pop",1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,173,0,1
Jonas Brothers: FIVE ALBUMS. ONE NIGHT,2024-05-24 19:00:00+00:00,2023-10-19 10:00:00+00:00,2024-05-24 19:00:00+00:00,65.0,250.0,Jonas Brothers,Palau Sant Jordi,Barcelona,Barcelona,10,7470993.0,76.0,5320000.0,1,2,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,218,0,1
Manolo García,2024-05-25 19:00:00+00:00,2023-08-04 08:00:00+00:00,2024-05-25 19:00:00+00:00,47.0,52.0,Manolo Garcia,Plaza de Toros de Alicante,Alicante,Alacant,5,617811.0,57.0,199000.0,2,4,6,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,295,0,1
Charlie USG,2024-05-25 20:00:00+00:00,2023-11-30 11:00:00+00:00,2024-05-25 20:00:00+00:00,18.0,18.0,Charlie USG,Sala La 2,Sevilla,Seville,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,177,0,1
Thirty Seconds To Mars - Seasons,2024-05-25 19:30:00+00:00,2023-12-14 18:00:00+00:00,2024-05-25 19:30:00+00:00,55.0,175.0,Thirty Seconds To Mars,WiZink Center,Madrid,Madrid,10,3441730.0,69.0,1716398.4314720812,2,2,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,163,0,1
Taylor Swift | The Eras Tour,2024-05-27 19:00:00+00:00,2023-11-17 09:00:00+00:00,2024-05-27 19:00:00+00:00,65.0,200.0,Taylor Swift,Estadio Santiago Bernabéu,Madrid,Madrid,10,106263586.0,100.0,1716398.4314720812,3,1,1,1,"Rock,Pop",3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,192,0,2
La Sonrisa de Julia,2024-05-30 16:30:00+00:00,2023-07-13 12:00:00+00:00,2024-05-30 16:30:00+00:00,22.0,22.0,La Sonrisa De Julia,Escenario Santander,Santander,Cantabria,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,322,0,1
Charlie USG,2024-05-31 19:00:00+00:00,2023-12-12 11:00:00+00:00,2024-05-31 19:00:00+00:00,18.0,18.0,Charlie USG,Sala Jerusalem,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,171,0,1
Andrés Calamaro,2024-05-31 19:00:00+00:00,2023-12-14 18:00:00+00:00,2024-05-31 19:00:00+00:00,37.0,37.0,Andrés Calamaro,Andén 56,Burgos,Burgos,10,2403382.0,70.0,1716398.4314720812,0,6,65,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,169,0,1
Manolo García,2024-05-31 20:00:00+00:00,2024-02-02 11:00:00+00:00,2024-05-31 20:00:00+00:00,44.0,44.0,Manolo Garcia,Recinto Arena Las Cumbres,Don Benito,Badajoz,5,617811.0,57.0,199000.0,0,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,119,0,1
IVE - THE 1ST WORLD TOUR 'SHOW WHAT I HAVE’,2024-06-01 20:00:00+00:00,2023-12-15 09:00:00+00:00,2024-06-01 20:00:00+00:00,60.0,280.0,IVE,Palau Sant Jordi,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,85,0,"Rock,Pop,K-Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,169,0,1
