name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,links,num_links,spotify_url,seguidores,popularidad,GéneroArtista,lastfm_url,seguidoresLast,youtube_url,subscriptores,wiki_url,premios,salaCiudad,VenueClass
Miguel Mateos,"Raw Music Events, S.L.",2024-05-04T19:30:00Z,2024-01-17T13:57:00Z,2024-05-04T18:30:00Z,36.6,36.6,Rock,Pop,Miguel Mateos,World,Latin,Undefined,Undefined,Sala Razzmatazz 1,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g'}], 'twitter': [{'url': 'https://twitter.com/miguelmateosok'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Miguel_Mateos'}], 'facebook': [{'url': 'https://www.facebook.com/okmiguelmateos/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true'}], 'musicbrainz': [{'id': '3557099c-890f-4417-8d97-681f1f2ae3b4'}], 'instagram': [{'url': 'https://www.instagram.com/miguelmateosok/'}], 'homepage': [{'url': 'http://www.miguelmateos.com.ar/'}]}",8,https://open.spotify.com/artist/02Nbktg6lCJiazPM6YYTMz?autoplay=true,660469.0,50.0,"['latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'rock en espanol']",,,https://www.youtube.com/channel/UCJCpba-eKBCyjBpx1RImT-g,174000.0,https://en.wikipedia.org/wiki/Miguel_Mateos,0.0,"Sala Razzmatazz 1, Barcelona",SALA
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-04T21:00:00Z,2024-02-02T10:00:00Z,2024-05-04T21:00:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Escenario Santander,Santander,Cantabria,"{'youtube': [{'url': 'https://www.youtube.com/user/oficialmikelerentxun'}], 'twitter': [{'url': 'https://mobile.twitter.com/mikelerentxun'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/mikel-erentxun/725328'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC'}], 'facebook': [{'url': 'https://www.facebook.com/mikelerentxun'}], 'instagram': [{'url': 'https://www.instagram.com/erentxun/'}], 'homepage': [{'url': 'http://www.mikelerentxun.ws'}]}",7,https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC,155364.0,56.0,"['cantautor', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/user/oficialmikelerentxun,,,,"Escenario Santander, Santander",SALA
ITZY 2ND WORLD TOUR ‘BORN TO BE’,Live Nation España S.A.U.,2024-05-04T18:00:00Z,2024-02-02T09:00:00Z,2024-05-04T18:00:00Z,65.0,240.0,Rock,Pop,ITZY,Pop,K-Pop,Group,Band,Palacio Vistalegre,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/c/ITZY'}], 'twitter': [{'url': 'https://twitter.com/ITZYOfficial'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/itzy/1451964345'}], 'facebook': [{'url': 'https://www.facebook.com/OfficialItzy'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/itzy.all.in.us'}], 'homepage': [{'url': 'https://itzy.jype.com/'}]}",7,https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3?autoplay=true,7020799.0,73.0,"['k-pop', 'k-pop girl group']",,,https://www.youtube.com/c/ITZY,,,,"Palacio Vistalegre, Madrid",ESTADIO S
Manolo García,"Concert Tour Gestiones, S.L.",2024-05-09T18:30:00Z,2023-11-30T11:00:00Z,2024-05-09T18:30:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]}",5,https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true,617563.0,57.0,"['cantautor', 'pop flamenco', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA,199000.0,,,"WiZink Center, Madrid",ESTADIO S
Lil Yachty : The Field Trip Tour,Live Nation España S.A.U.,2024-05-10T18:30:00Z,2023-05-12T10:00:00Z,2024-05-10T18:30:00Z,30.0,30.0,Rock,Pop,Lil Yachty,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Musician,Sala Razzmatazz,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCNTu7P3IyRRKJtibrrXG0Yg'}], 'twitter': [{'url': 'https://twitter.com/lilyachty'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/lil-yachty/1080733657'}], 'facebook': [{'url': 'https://www.facebook.com/lilyachtysailingteam'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/lilyachty/'}, {'url': 'https://www.instagram.com/lilyachty'}], 'musicbrainz': [{'id': 'a668565b-41b8-44a8-9d5c-8e609dbf69fc'}], 'homepage': [{'url': 'http://www.lilyachtyofficial.com/'}]}",8,https://open.spotify.com/artist/6icQOAFXDZKsumw3YXyusw?autoplay=true,9752469.0,80.0,"['atl hip hop', 'melodic rap', 'rap', 'trap']",,,https://www.youtube.com/channel/UCNTu7P3IyRRKJtibrrXG0Yg,3040000.0,,,"Sala Razzmatazz, Barcelona",SALA
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-10T20:30:00Z,2023-12-12T11:00:00Z,2024-05-10T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Doka,Donostia/San Sebastián,Guipuscoa ,,0,None,,,,,,,,,,"Sala Doka, Donostia/San Sebastián",SALA
Antoñito Molina,PIES COMPAÑÍA DISCOGRÁFICA S.L,2024-05-10T19:30:00Z,2023-11-30T09:00:00Z,2024-05-10T19:30:00Z,25.0,60.0,Rock,Pop,Antoñito Molina,Pop,Pop Rock,Individual,Artist,Estadio La Cartuja de Sevilla,Sevilla,Seville,,0,None,,,,,,,,,,"Estadio La Cartuja de Sevilla, Sevilla",ESTADIO M
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-10T20:30:00Z,2023-12-14T18:00:00Z,2024-05-10T19:00:00Z,20.0,20.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,,0,None,,,,,,,,,,"LA SALA (WIZINK CENTER), Madrid",SALA
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-10T20:00:00Z,2024-02-02T10:00:00Z,2024-05-10T19:00:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Sala Custom,Sevilla,Seville,"{'youtube': [{'url': 'https://www.youtube.com/user/oficialmikelerentxun'}], 'twitter': [{'url': 'https://mobile.twitter.com/mikelerentxun'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/mikel-erentxun/725328'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC'}], 'facebook': [{'url': 'https://www.facebook.com/mikelerentxun'}], 'instagram': [{'url': 'https://www.instagram.com/erentxun/'}], 'homepage': [{'url': 'http://www.mikelerentxun.ws'}]}",7,https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC,155364.0,56.0,"['cantautor', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/user/oficialmikelerentxun,,,,"Sala Custom, Sevilla",SALA
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-05-11T20:00:00Z,2023-12-05T11:00:00Z,2024-05-11T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCUBC71RCrojf2sAoDGiAhnw'}], 'twitter': [{'url': 'https://twitter.com/polgranch'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/pol-granch/1398366942'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1aMt4A5jrQHxDYyC7rXgV0'}], 'facebook': [{'url': 'https://www.facebook.com/polgranchoficial'}], 'instagram': [{'url': 'https://www.instagram.com/polgranch/'}], 'homepage': [{'url': 'https://www.polgranchmusic.com/'}]}",7,https://open.spotify.com/artist/1aMt4A5jrQHxDYyC7rXgV0,261666.0,64.0,['spanish pop'],,,https://www.youtube.com/channel/UCUBC71RCrojf2sAoDGiAhnw,459000.0,,,"LA SALA (WIZINK CENTER), Madrid",SALA
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-11T20:00:00Z,2023-12-12T11:00:00Z,2024-05-11T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Sala Mon Live,Madrid,Madrid,,0,None,,,,,,,,,,"Sala Mon Live, Madrid",SALA
Fran Perea,"Promociones Musicales Get In, S.L.",2024-05-11T20:15:00Z,2023-09-26T10:00:00Z,2024-05-11T20:15:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Rem,Murcia,Murcia,,0,None,,,,,,,,,,"Sala Rem, Murcia",SALA
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-11T20:30:00Z,2023-12-14T20:43:00Z,2024-05-11T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,WOLF,Barcelona,Barcelona,,0,None,,,,,,,,,,"WOLF, Barcelona",SALA
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-05-12T20:00:00Z,2023-12-20T11:00:00Z,2024-05-12T19:00:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,LA SALA (WIZINK CENTER),Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCUBC71RCrojf2sAoDGiAhnw'}], 'twitter': [{'url': 'https://twitter.com/polgranch'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/pol-granch/1398366942'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1aMt4A5jrQHxDYyC7rXgV0'}], 'facebook': [{'url': 'https://www.facebook.com/polgranchoficial'}], 'instagram': [{'url': 'https://www.instagram.com/polgranch/'}], 'homepage': [{'url': 'https://www.polgranchmusic.com/'}]}",7,https://open.spotify.com/artist/1aMt4A5jrQHxDYyC7rXgV0,261666.0,64.0,['spanish pop'],,,https://www.youtube.com/channel/UCUBC71RCrojf2sAoDGiAhnw,459000.0,,,"LA SALA (WIZINK CENTER), Madrid",SALA
Mikel Erentxun,"Promociones Musicales Get In, S.L.",2024-05-16T19:30:00Z,2024-02-02T10:00:00Z,2024-05-16T18:30:00Z,27.0,27.0,Rock,Pop,Mikel Erentxun,Pop,Pop Rock,Individual,Singer/Vocalist,Zentral,Pamplona/Iruña,Navarre,"{'youtube': [{'url': 'https://www.youtube.com/user/oficialmikelerentxun'}], 'twitter': [{'url': 'https://mobile.twitter.com/mikelerentxun'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/mikel-erentxun/725328'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC'}], 'facebook': [{'url': 'https://www.facebook.com/mikelerentxun'}], 'instagram': [{'url': 'https://www.instagram.com/erentxun/'}], 'homepage': [{'url': 'http://www.mikelerentxun.ws'}]}",7,https://open.spotify.com/artist/7thnnayFyJnVOAJrpe5wMC,155364.0,56.0,"['cantautor', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/user/oficialmikelerentxun,,,,"Zentral, Pamplona/Iruña",SALA
Tan Biónica: La Última Noche Mágica Tour,Live Nation España S.A.U.,2024-05-16T19:00:00Z,2024-02-09T09:00:00Z,2024-05-16T19:00:00Z,38.0,38.0,Rock,Pop,Tan Biónica,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,,0,None,,,,,,,,,,"WiZink Center, Madrid",ESTADIO S
Marlon,"Promociones Musicales Get In, S.L.",2024-05-17T19:30:00Z,2023-11-07T11:00:00Z,2024-05-17T19:00:00Z,27.0,27.0,Rock,Pop,MARLON,Alternative,Alternative Rock,Individual,Singer/Vocalist,Sala Razzmatazz 1,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/marlonmusicit'}], 'itunes': [{'url': 'https://music.apple.com/it/artist/marlon/1230017763'}], 'facebook': [{'url': 'https://www.facebook.com/MarlonMusicIT/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc'}], 'instagram': [{'url': 'https://www.instagram.com/marlonmusicit/'}], 'homepage': [{'url': 'https://www.marlonmusic.it'}]}",6,https://open.spotify.com/artist/4TIvAp8GJnKRzt2Awxb5Xc,194.0,0.0,[],,,https://www.youtube.com/marlonmusicit,,,,"Sala Razzmatazz 1, Barcelona",SALA
Fran Perea,"Promociones Musicales Get In, S.L.",2024-05-17T19:00:00Z,2023-09-26T10:00:00Z,2024-05-17T19:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Apolo,Barcelona,Barcelona,,0,None,,,,,,,,,,"Sala Apolo, Barcelona",SALA
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-05-18T20:00:00Z,2023-10-19T10:00:00Z,2024-05-18T19:00:00Z,28.0,28.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Industrial Copera,Granada,Granada,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]}",6,https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true,179043.0,50.0,"['cantautor', 'latin arena pop', 'spanish pop', 'spanish rock']",,,https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA,67000.0,,,"Sala Industrial Copera, Granada",SALA
Manolo García,"GIRA ELÉCTRICA, A.I.E.",2024-05-18T19:00:00Z,2023-11-30T11:00:00Z,2024-05-18T19:00:00Z,40.0,70.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]}",5,https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true,617563.0,57.0,"['cantautor', 'pop flamenco', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA,199000.0,,,"Palau Sant Jordi, Barcelona",TEATRO
Tan Biónica: La Última Noche Mágica Tour,Live Nation España S.A.U.,2024-05-19T19:00:00Z,2024-02-09T09:00:00Z,2024-05-19T19:00:00Z,38.0,42.0,Rock,Pop,Tan Biónica,Rock,Pop,Undefined,Undefined,Sant Jordi Club,Barcelona,Barcelona,,0,None,,,,,,,,,,"Sant Jordi Club, Barcelona",TEATRO
Tate McRae – THINK LATER TOUR,Live Nation España S.A.U.,2024-05-20T19:00:00Z,2023-11-10T09:00:00Z,2024-05-20T19:00:00Z,39.0,100.0,Rock,Pop,Tate McRae,Pop,Pop,Individual,Musician,Sant Jordi Club,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCQh6LB206jF3JxpCDD-fp5Q'}], 'twitter': [{'url': 'https://twitter.com/tatemcrae'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/tate-mcrae/835056838'}], 'lastfm': [{'url': 'https://www.last.fm/music/Tate+McRae'}], 'spotify': [{'url': 'https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym'}], 'facebook': [{'url': 'https://www.facebook.com/TateMcRaeOfficial'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Tate_McRae'}], 'instagram': [{'url': 'https://www.instagram.com/tatemcrae/'}], 'homepage': [{'url': 'https://www.tatemcrae.com/'}]}",9,https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym,5070351.0,85.0,['pop'],https://www.last.fm/music/Tate+McRae,1200000.0,https://www.youtube.com/channel/UCQh6LB206jF3JxpCDD-fp5Q,5330000.0,https://en.wikipedia.org/wiki/Tate_McRae,11.0,"Sant Jordi Club, Barcelona",TEATRO
Tate McRae – THINK LATER TOUR,Live Nation España S.A.U.,2024-05-21T19:00:00Z,2023-11-10T09:00:00Z,2024-05-21T19:00:00Z,37.0,90.0,Rock,Pop,Tate McRae,Pop,Pop,Individual,Musician,Palacio Vistalegre,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCQh6LB206jF3JxpCDD-fp5Q'}], 'twitter': [{'url': 'https://twitter.com/tatemcrae'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/tate-mcrae/835056838'}], 'lastfm': [{'url': 'https://www.last.fm/music/Tate+McRae'}], 'spotify': [{'url': 'https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym'}], 'facebook': [{'url': 'https://www.facebook.com/TateMcRaeOfficial'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Tate_McRae'}], 'instagram': [{'url': 'https://www.instagram.com/tatemcrae/'}], 'homepage': [{'url': 'https://www.tatemcrae.com/'}]}",9,https://open.spotify.com/artist/45dkTj5sMRSjrmBSBeiHym,5070351.0,85.0,['pop'],https://www.last.fm/music/Tate+McRae,1200000.0,https://www.youtube.com/channel/UCQh6LB206jF3JxpCDD-fp5Q,5330000.0,https://en.wikipedia.org/wiki/Tate_McRae,11.0,"Palacio Vistalegre, Madrid",ESTADIO S
Vida Records & Friends: Boye,"Sitback Produccions, S.L.",2024-05-22T21:00:00Z,2023-12-01T15:30:00Z,2024-05-22T19:30:00Z,15.0,15.0,Rock,Pop,Vida Records & Friends,Alternative,Indie Pop,Event Style,Tour,Sala El Sol,Madrid,Madrid,,0,None,,,,,,,,,,"Sala El Sol, Madrid",SALA
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-05-24T20:00:00Z,2023-10-19T10:00:00Z,2024-05-24T19:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Zentral,Pamplona/Iruña,Navarre,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA'}], 'twitter': [{'url': 'https://mobile.twitter.com/rulomusica'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/rulo-y-la-contrabanda/388909739'}], 'facebook': [{'url': 'https://es-la.facebook.com/ruloylacontrabanda/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true'}], 'homepage': [{'url': 'https://ruloylacontrabanda.com/'}]}",6,https://open.spotify.com/artist/0ewtf5KcA50GVkF6FBXOcs?autoplay=true,179043.0,50.0,"['cantautor', 'latin arena pop', 'spanish pop', 'spanish rock']",,,https://www.youtube.com/channel/UCETHG-Dmq3wI-qSWxW9moOA,67000.0,,,"Zentral, Pamplona/Iruña",SALA
Jonas Brothers: FIVE ALBUMS. ONE NIGHT,Live Nation España S.A.U.,2024-05-25T19:00:00Z,2023-08-04T08:00:00Z,2024-05-25T19:00:00Z,65.0,250.0,Rock,Pop,Jonas Brothers,Rock,Pop,Group,Band,Palau Sant Jordi,Barcelona,Barcelona,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCFvXnyAhluG3sa6p3eOs_LA'}], 'twitter': [{'url': 'https://twitter.com/jonasbrothers'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/jonas-brothers/114342891'}], 'lastfm': [{'url': 'http://www.last.fm/music/Jonas%20Brothers'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Jonas_Brothers'}], 'facebook': [{'url': 'https://www.facebook.com/JonasBrothers'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD'}], 'instagram': [{'url': 'https://www.instagram.com/jonasbrothers'}], 'musicbrainz': [{'id': '6e019bc6-5c23-4935-94f0-4a896631d846'}], 'homepage': [{'url': 'http://www.jonasbrothers.com/'}]}",10,https://open.spotify.com/artist/7gOdHgIoIKoe4i9Tta6qdD,7467619.0,76.0,"['boy band', 'pop']",http://www.last.fm/music/Jonas%20Brothers,1600000.0,https://www.youtube.com/channel/UCFvXnyAhluG3sa6p3eOs_LA,5320000.0,https://en.wikipedia.org/wiki/Jonas_Brothers,0.0,"Palau Sant Jordi, Barcelona",TEATRO
Manolo García,"GIRA ELÉCTRICA, A.I.E.",2024-05-25T20:00:00Z,2023-11-30T11:00:00Z,2024-05-25T20:00:00Z,47.0,52.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Plaza de Toros de Alicante,Alicante,Alacant,"{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]}",5,https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true,617563.0,57.0,"['cantautor', 'pop flamenco', 'spanish new wave', 'spanish pop']",,,https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA,199000.0,,,"Plaza de Toros de Alicante, Alicante",ESTADIO S
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-25T21:00:00Z,2023-12-14T18:00:00Z,2024-05-25T19:30:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Sala La 2,Sevilla,Seville,,0,None,,,,,,,,,,"Sala La 2, Sevilla",SALA
Thirty Seconds To Mars - Seasons,Live Nation España S.A.U.,2024-05-27T19:00:00Z,2023-11-17T09:00:00Z,2024-05-27T19:00:00Z,55.0,175.0,Rock,Pop,Thirty Seconds To Mars,Rock,Pop,Undefined,Undefined,WiZink Center,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/30secondstomars'}], 'twitter': [{'url': 'https://twitter.com/30SECONDSTOMARS'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/thirty-seconds-to-mars/2307416'}], 'lastfm': [{'url': 'http://www.last.fm/music/30+Seconds+to+Mars'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Thirty_Seconds_to_Mars'}], 'facebook': [{'url': 'https://www.facebook.com/thirtysecondstomars'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0RqtSIYZmd4fiBKVFqyIqD'}], 'instagram': [{'url': 'https://instagram.com/30secondstomars/'}], 'musicbrainz': [{'id': 'd8354b38-e942-4c89-ba93-29323432abc3'}], 'homepage': [{'url': 'http://www.thirtysecondstomars.com/'}]}",10,https://open.spotify.com/artist/0RqtSIYZmd4fiBKVFqyIqD,3440067.0,69.0,"['modern rock', 'post-grunge']",http://www.last.fm/music/30+Seconds+to+Mars,2400000.0,https://www.youtube.com/user/30secondstomars,,https://en.wikipedia.org/wiki/Thirty_Seconds_to_Mars,0.0,"WiZink Center, Madrid",ESTADIO S
Taylor Swift | The Eras Tour,"LAST TOUR EUROPA, SL",2024-05-30T16:30:00Z,2023-07-13T12:00:00Z,2024-05-30T16:30:00Z,65.0,200.0,Rock,Pop,Taylor Swift,Pop,Pop,Undefined,Undefined,Estadio Santiago Bernabéu,Madrid,Madrid,"{'youtube': [{'url': 'https://www.youtube.com/user/TaylorSwiftVEVO'}, {'url': 'https://www.youtube.com/user/taylorswift'}], 'twitter': [{'url': 'https://twitter.com/taylorswift13'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/taylor-swift/159260351'}], 'lastfm': [{'url': 'http://www.last.fm/music/Taylor+Swift'}], 'facebook': [{'url': 'https://www.facebook.com/TaylorSwift'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Taylor_Swift'}], 'spotify': [{'url': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/taylorswift/'}, {'url': 'http://instagram.com/taylorswift'}], 'musicbrainz': [{'id': '20244d07-534f-4eff-b4d4-930878889970'}], 'homepage': [{'url': 'https://www.taylorswift.com/'}]}",10,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02?autoplay=true,106096174.0,100.0,['pop'],http://www.last.fm/music/Taylor+Swift,4600000.0,https://www.youtube.com/user/TaylorSwiftVEVO,,https://en.wikipedia.org/wiki/Taylor_Swift,0.0,"Estadio Santiago Bernabéu, Madrid",ESTADIO M
La Sonrisa de Julia,"Promociones Musicales Get In, S.L.",2024-05-31T20:00:00Z,2023-12-12T11:00:00Z,2024-05-31T19:00:00Z,22.0,22.0,Rock,Pop,La Sonrisa De Julia,Rock,Pop,Undefined,Undefined,Escenario Santander,Santander,Cantabria,,0,None,,,,,,,,,,"Escenario Santander, Santander",SALA
Charlie USG,"Promociones Musicales Get In, S.L.",2024-05-31T20:30:00Z,2023-12-14T18:00:00Z,2024-05-31T19:00:00Z,18.0,18.0,Rock,Pop,Charlie USG,Pop,Pop Rock,Undefined,Undefined,Sala Jerusalem,Valencia,Valencia,,0,None,,,,,,,,,,"Sala Jerusalem, Valencia",SALA
