name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,num_links,seguidores,popularidad,seguidoresLast,subscriptores,premios,VenueClass,NumGeneros
Jamie Cullum,"Tickex Experience, S.L.",2024-06-14T20:00:00Z,2023-11-30T16:56:00Z,2024-06-12T21:59:00Z,30.01,59.29,Music,Music,Jamie Cullum,Jazz,Jazz,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,516950,55,0,209000,10,SALA,3
Sheryl Crow,"Tickex Experience, S.L.",2024-06-21T20:00:00Z,2023-11-28T20:57:00Z,2024-06-19T21:59:00Z,30.01,80.0,Music,Music,Sheryl Crow,Rock,Alternative Rock,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,1137176,67,0,394000,0,SALA,5
Aitana,"Tickex Experience, S.L.",2024-06-22T20:00:00Z,2024-01-09T12:29:00Z,2024-06-20T21:59:00Z,65.18,146.43,Music,Music,Aitana,Pop,Pop Vocal,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,2916984,72,0,2380000,0,SALA,3
Christian Nodal,"Tickex Experience, S.L.",2024-07-13T20:00:00Z,2023-11-28T21:00:00Z,2024-07-11T21:59:00Z,30.01,79.29,Music,Music,Christian Nodal,World,Latin,Individual,Musician,Auditorio Starlite,Marbella,Málaga,8,14273479,81,0,11200000,0,SALA,3
Take That,"Tickex Experience, S.L.",2024-07-14T20:00:00Z,2023-11-28T21:00:00Z,2024-07-12T21:59:00Z,55.36,155.36,Music,Music,Take That,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,1288784,65,1000000,0,35,SALA,3
Take That,"Tickex Experience, S.L.",2024-07-15T20:00:00Z,2023-10-24T08:30:00Z,2024-07-13T21:59:00Z,87.5,119.64,Music,Music,Take That,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,1288784,65,1000000,0,35,SALA,3
Tom Jones,"Tickex Experience, S.L.",2024-07-23T20:00:00Z,2024-01-11T14:40:00Z,2024-07-21T21:59:00Z,50.89,116.96,Music,Music,Tom Jones,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,937541,65,1100000,0,0,SALA,2
Luis Miguel,Concert Music Entertainment SL,2024-07-24T19:30:00Z,2023-12-04T09:00:00Z,2024-07-24T21:00:00Z,150.0,6000.0,Music,Music,Luis Miguel,World,Latin,Undefined,Undefined,Concert Music Festival,Chiclana de la Frontera,Cádiz,9,14950927,82,0,0,12,ESTADIO S,2
Diana Krall,"Tickex Experience, S.L.",2024-07-24T20:00:00Z,2023-11-28T21:00:00Z,2024-07-22T21:59:00Z,30.01,55.0,Music,Music,Diana Krall,Jazz,Jazz,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,7,0,0,1200000,0,0,SALA,0
Luis Miguel,"Tickex Experience, S.L.",2024-07-31T20:00:00Z,2023-11-25T18:51:00Z,2024-07-29T21:59:00Z,179.46,516.07,Music,Music,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Los Secretos,"Tickex Experience, S.L.",2024-08-01T20:00:00Z,2023-12-07T17:20:00Z,2024-07-30T21:59:00Z,30.01,51.43,Music,Music,Los Secretos,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,8,442958,54,0,0,0,SALA,5
Luis Miguel,"Tickex Experience, S.L.",2024-08-02T20:00:00Z,2023-11-25T18:51:00Z,2024-07-31T21:59:00Z,179.46,516.07,Music,Music,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Luis Miguel,"Tickex Experience, S.L.",2024-08-03T20:00:00Z,2024-01-17T16:34:00Z,2024-08-01T21:59:00Z,179.46,516.07,Music,Music,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Antonio José,"Tickex Experience, S.L.",2024-08-06T20:00:00Z,2023-11-30T17:00:00Z,2024-08-04T21:59:00Z,30.01,79.29,Music,Music,Antonio José,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,535029,61,0,912000,0,SALA,2
Hauser,"Tickex Experience, S.L.",2024-08-07T20:00:00Z,2024-01-18T11:00:00Z,2024-08-05T21:59:00Z,35.71,78.57,Music,Music,HAUSER,Classical,Classical/Vocal,Individual,Musician,Auditorio Starlite,Marbella,Málaga,6,286715,55,0,3060000,0,SALA,1
Miguel Poveda - Poema del Cante Jondo,"Tickex Experience, S.L.",2024-08-08T20:00:00Z,2023-11-30T16:57:00Z,2024-08-06T21:59:00Z,30.01,54.29,Music,Music,Miguel Poveda,World,Flamenco,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,189803,47,0,0,0,SALA,4
Gordo,CONCERT TOUR Y EN VIVO AIE,2024-08-08T21:45:00Z,2023-11-27T11:00:00Z,2024-08-08T21:59:00Z,25.0,30.0,Music,Music,Gordo,Dance/Electronic,Dance/Electronic,Individual,Musician,Concert Music Festival,Chiclana de la Frontera,Cádiz,0,0,0,0,0,0,ESTADIO S,0
UB40 Featuring Ali Campbell in memory of Astro,"Tickex Experience, S.L.",2024-08-09T20:00:00Z,2024-01-09T11:46:00Z,2024-08-07T21:59:00Z,30.01,65.18,Music,Music,UB40 Featuring Ali Campbell in memory of Astro,Reggae,Reggae,Group,Band,Auditorio Starlite,Marbella,Málaga,3,5914,19,0,0,0,SALA,0
La Oreja de Van Gogh,"Tickex Experience, S.L.",2024-08-14T20:00:00Z,2023-11-28T20:04:00Z,2024-08-12T21:59:00Z,30.01,66.43,Music,Music,La Oreja de Van Gogh,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,3678879,72,0,2800000,0,SALA,5
Abraham Mateo y Nil Moliner,"Tickex Experience, S.L.",2024-08-16T20:00:00Z,2024-01-18T11:00:00Z,2024-08-14T21:59:00Z,30.01,57.14,Music,Music,Abraham Mateo,Pop,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,0,0,113600,0,3,SALA,0
Ballet Flamenco Sara Baras,"Tickex Experience, S.L.",2024-08-17T20:00:00Z,2023-11-28T20:55:00Z,2024-08-15T21:59:00Z,30.01,52.86,Music,Music,Ballet Flamenco Sara Baras,Dance,Dance,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
Siempre Así,"Tickex Experience, S.L.",2024-08-19T20:00:00Z,2023-12-07T17:25:00Z,2024-08-17T21:59:00Z,30.01,53.57,Music,Music,Siempre Así,Undefined,Undefined,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,7,127864,49,0,78400,0,SALA,2
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2024-02-17T21:30:00Z,2023-04-17T19:00:00Z,2024-02-17T11:30:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Sala Rem,Murcia,Murcia,0,0,0,0,0,0,SALA,0
Dead Poet Society,Live Nation España S.A.U.,2024-02-17T20:00:00Z,2023-09-12T08:00:00Z,2024-02-17T20:00:00Z,20.0,20.0,Rock,Pop,Dead Poet Society,Rock,Alternative Rock,Undefined,Undefined,Sala El Sol,Madrid,Madrid,7,141355,54,0,46600,0,SALA,2
Dead Poet Society,Live Nation España S.A.U.,2024-02-18T19:30:00Z,2023-09-12T08:00:00Z,2024-02-18T20:00:00Z,20.0,20.0,Rock,Pop,Dead Poet Society,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz 3,Barcelona,Barcelona,7,141355,54,0,46600,0,SALA,2
Dreamcatcher,Dinstinto Management S.L.,2024-02-17T18:30:00Z,2024-01-08T14:00:00Z,2024-02-17T18:30:00Z,105.0,125.0,Rock,Pop,Dreamcatcher,Pop,K-Pop,Event Style,Concert,Sant Jordi Club,Barcelona,Barcelona,6,1337542,60,0,1740000,0,TEATRO,2
Manolo García - Gira Teatros,"GIRA ELÉCTRICA, A.I.E.",2024-02-17T20:30:00Z,2023-11-10T11:00:00Z,2024-02-17T20:30:00Z,55.0,80.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Pabellón Príncipe Felipe,Zaragoza,Saragossa,5,617563,57,0,199000,0,,4
The Australian Pink Floyd Show,"Live Las Ventas, A.I.E.",2024-02-22T19:30:00Z,2023-07-25T15:08:00Z,2024-02-22T19:30:00Z,40.0,40.0,Rock,Pop,Australian Pink Floyd Show,Rock,Pop,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,5,0,0,0,0,0,ESTADIO S,0
Hens,Taste the Floor S.L.,2024-02-23T19:30:00Z,2023-03-03T11:00:00Z,2024-02-23T20:00:00Z,30.0,30.0,Rock,Pop,Hens,Rock,Pop,Individual,Individual,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Café Quijano,"Artisti-K Prod. Mus. y Cult, S.L.",2024-02-23T19:30:00Z,2023-11-02T13:33:00Z,2024-02-23T19:00:00Z,34.0,38.0,Rock,Pop,Café Quijano,Other,Other,Individual,Singer/Vocalist,Teatro Buero Vallejo,Guadalajara,Guadalajara,0,0,0,0,0,0,TEATRO,0
Fran Perea,"Promociones Musicales Get In, S.L.",2024-02-23T20:00:00Z,2023-09-26T10:00:00Z,2024-02-23T20:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,La Riviera,Madrid,Madrid,0,0,0,0,0,0,TEATRO,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-02-24T19:30:00Z,2023-10-19T10:00:00Z,2024-02-24T20:00:00Z,32.0,32.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,La Riviera,Madrid,Madrid,6,179043,50,0,67000,0,TEATRO,4
Café Quijano,"Artisti-K Prod. Mus. y Cult, S.L.",2024-02-24T19:30:00Z,2023-10-16T14:58:00Z,2024-02-24T19:30:00Z,30.0,40.0,Rock,Pop,Café Quijano,Other,Other,Individual,Singer/Vocalist,Teatro Alkázar,Plasencia,Cáceres,0,0,0,0,0,0,TEATRO,0
Fran Perea,"Promociones Musicales Get In, S.L.",2024-02-24T20:00:00Z,2023-09-26T10:00:00Z,2024-02-24T20:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Custom,Sevilla,Seville,0,0,0,0,0,0,SALA,0
IAMDDB,Live Nation España S.A.U.,2024-02-26T20:00:00Z,2024-01-12T13:45:00Z,2024-01-25T12:10:00Z,26.0,26.0,Rock,Pop,IAMDDB,R&B,Soul,Event Style,Concert,La 2 de Apolo,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
The 1975,Live Nation España S.A.U.,2024-02-27T20:00:00Z,2023-09-08T08:00:00Z,2024-02-27T20:00:00Z,55.0,115.0,Rock,Pop,The 1975,Rock,Rock,Group,Band,WiZink Center,Madrid,Madrid,10,7092215,77,2000000,0,0,ESTADIO S,5
Gonzalo Alhambra,"Concert Tour Gestiones, S.L.",2024-02-27T21:00:00Z,2024-01-08T11:00:00Z,2024-02-27T21:00:00Z,12.0,12.0,Rock,Pop,Gonzalo Alhambra,Pop,Latin Pop,Undefined,Undefined,Fun Club Sevilla,Sevilla,Seville,0,0,0,0,0,0,,0
Nothing But Thieves,Live Nation España S.A.U.,2024-02-29T19:30:00Z,2023-06-16T08:00:00Z,2024-02-29T19:30:00Z,30.0,30.0,Rock,Pop,Nothing But Thieves,Rock,Pop,Undefined,Undefined,Sala Razzmatazz,Barcelona,Barcelona,9,1142022,70,800200,0,0,SALA,3
Dystinct,Live Nation España S.A.U.,2024-02-29T19:30:00Z,2023-12-13T11:00:00Z,2024-02-29T19:30:00Z,22.0,22.0,Rock,Pop,Dystinct,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Singer/Vocalist,Sala Razzmatazz 2,Barcelona,Barcelona,0,0,0,0,0,0,SALA,0
Nothing But Thieves,Live Nation España S.A.U.,2024-03-01T20:00:00Z,2023-06-16T08:00:00Z,2024-03-01T20:00:00Z,30.0,30.0,Rock,Pop,Nothing But Thieves,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,9,1142022,70,800200,0,0,TEATRO,3
Manolo García - Gira Teatros,"GIRANDO, A.I.E.",2024-03-01T20:00:00Z,2023-11-10T11:00:00Z,2024-03-01T20:00:00Z,55.0,85.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Pal. de los Dep. Carolina Marín,Huelva,Huelva,5,617563,57,0,199000,0,,4
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2024-03-02T21:00:00Z,2023-04-17T19:00:00Z,2024-03-02T20:30:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Es Gremi,Palma de Mallorca,Balearic Islands,0,0,0,0,0,0,SALA,0
La Bien Querida,"Live Las Ventas, A.I.E.",2024-03-02T20:00:00Z,2023-12-15T11:00:00Z,2024-03-02T20:30:00Z,25.0,25.0,Rock,Pop,La Bien Querida,Rock,Pop,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,2,0,0,0,0,0,ESTADIO S,0
BURNING - CONCIERTO ESPECIAL 50 ANIVERSARIO,"Concierto Ardiendo Madrid 2023, S.L.",2024-03-07T19:30:00Z,2023-09-25T10:00:00Z,2024-03-07T20:00:00Z,30.0,30.0,Rock,Pop,Burning,Rock,Rock,Individual,Singer/Vocalist,La Riviera,Madrid,Madrid,1,0,0,0,0,0,TEATRO,0
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-03-08T21:00:00Z,2023-12-12T11:00:00Z,2024-03-08T21:00:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Inn Club,A Coruña,La Corunna,5,208188,45,0,132000,0,,1
"30 Aniversario de Sôber, con Savia y Skizoo | Soundcheck Experience","Planet Events, S.A.",2024-03-08T20:00:00Z,2023-12-14T11:00:00Z,2024-03-08T20:00:00Z,50.0,50.0,Rock,Pop,Sober,Metal,Pop Metal,Individual,Singer/Vocalist,Live Las Ventas,Madrid,Madrid,1,0,0,0,0,0,ESTADIO S,0
"30 Aniversario de Sôber, con Savia y Skizoo","Planet Events, S.A.",2024-03-08T20:00:00Z,2023-12-14T11:00:00Z,2024-03-08T20:00:00Z,28.0,28.0,Rock,Pop,Sober,Metal,Pop Metal,Individual,Singer/Vocalist,Live Las Ventas,Madrid,Madrid,1,0,0,0,0,0,ESTADIO S,0
Walls,Live Nation España S.A.U.,2024-03-08T20:00:00Z,2023-11-01T09:00:00Z,2024-03-08T20:00:00Z,25.0,25.0,Rock,Pop,Walls,Dance/Electronic,Club Dance,Undefined,Undefined,Sala La Paqui (Antigua Sala But),Madrid,Madrid,2,0,0,0,0,0,SALA,0
Fran Perea,"Promociones Musicales Get In, S.L.",2024-03-08T20:00:00Z,2023-09-26T10:00:00Z,2024-03-08T20:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Camelot,Salamanca,Salamanca,0,0,0,0,0,0,SALA,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-03-09T19:30:00Z,2023-10-19T10:00:00Z,2024-03-09T20:00:00Z,32.0,32.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Razzmatazz 1,Barcelona,Barcelona,6,179043,50,0,67000,0,SALA,4
Manolo García - Gira Teatros,"GIRA ELÉCTRICA, A.I.E.",2024-03-09T20:30:00Z,2023-10-18T08:00:00Z,2024-03-09T20:30:00Z,50.0,75.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Rec.Ferial de Herrera del Duque,Badajoz,Badajoz,5,617563,57,0,199000,0,,4
Antonio José,Global Talent Services Music Entertaiment Spain SLU,2024-03-09T19:30:00Z,2023-09-13T10:00:00Z,2024-03-09T20:00:00Z,27.0,55.0,Rock,Pop,Antonio José,World,Latin,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,5,535029,61,0,912000,0,ESTADIO S,2
Walls,Live Nation España S.A.U.,2024-03-09T20:00:00Z,2023-11-03T09:00:00Z,2024-03-09T20:00:00Z,25.0,25.0,Rock,Pop,Walls,Dance/Electronic,Club Dance,Undefined,Undefined,Sala La Paqui (Antigua Sala But),Madrid,Madrid,2,0,0,0,0,0,SALA,0
Café Quijano,"Artisti-K Prod. Mus. y Cult, S.L.",2024-03-10T19:00:00Z,2023-10-11T17:28:00Z,2024-03-10T19:00:00Z,30.0,40.0,Rock,Pop,Café Quijano,Other,Other,Individual,Singer/Vocalist,Palacio de Congresos de Mérida,Mérida,Badajoz,0,0,0,0,0,0,SALA,0
Depeche Mode - Memento Mori Tour,"Live Nation España Blue Lane, SL",2024-03-12T20:30:00Z,2023-07-19T08:00:00Z,2024-03-12T20:30:00Z,50.0,270.0,Rock,Pop,Depeche Mode,Rock,Alternative Rock,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,6159362,74,3600000,0,0,ESTADIO S,6
The Clockworks,Live Nation España S.A.U.,2024-03-12T20:00:00Z,2023-10-09T08:00:00Z,2024-03-12T20:00:00Z,18.0,18.0,Rock,Pop,The Clockworks,Rock,Pop,Group,Band,Moby Dick Club,Madrid,Madrid,6,17189,34,0,3090,0,SALA,5
The Clockworks,Live Nation España S.A.U.,2024-03-13T19:30:00Z,2023-10-09T08:00:00Z,2024-03-13T19:30:00Z,18.0,18.0,Rock,Pop,The Clockworks,Rock,Pop,Group,Band,Sala Razzmatazz 3,Barcelona,Barcelona,6,17189,34,0,3090,0,SALA,5
Depeche Mode - Memento Mori Tour,"Live Nation España Blue Lane, SL",2024-03-14T20:30:00Z,2023-07-19T08:00:00Z,2024-03-14T20:30:00Z,50.0,270.0,Rock,Pop,Depeche Mode,Rock,Alternative Rock,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,6159362,74,3600000,0,0,ESTADIO S,6
Vida Records & Friends: Lime Garden,"Sitback Produccions, S.L.",2024-03-14T19:00:00Z,2023-11-15T10:45:00Z,2024-03-14T18:30:00Z,10.0,10.0,Rock,Pop,Vida Records & Friends,Alternative,Indie Pop,Event Style,Tour,Antiga Fàbrica Estrella Damm,Barcelona,Barcelona,0,0,0,0,0,0,,0
Rulo y la Contrabanda - Tour 5,"Promociones Musicales Get In, S.L.",2024-03-15T20:00:00Z,2023-10-19T10:00:00Z,2024-03-15T20:00:00Z,30.0,30.0,Rock,Pop,Rulo y la Contrabanda,Rock,Pop,Individual,Singer/Vocalist,Sala Santana 27,Bilbao,Biscay,6,179043,50,0,67000,0,SALA,4
Álvaro de Luna,"Promociones Musicales Get In, S.L.",2024-03-15T19:30:00Z,2023-10-13T11:52:00Z,2024-03-15T20:00:00Z,25.0,25.0,Rock,Pop,Álvaro de Luna,Pop,Pop,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Walls,Live Nation España S.A.U.,2024-03-15T20:00:00Z,2023-11-07T09:00:00Z,2024-03-15T20:00:00Z,25.0,25.0,Rock,Pop,Walls,Dance/Electronic,Club Dance,Undefined,Undefined,Sala La Paqui (Antigua Sala But),Madrid,Madrid,2,0,0,0,0,0,SALA,0
Depeche Mode - Memento Mori Tour,"Live Nation España Blue Lane, SL",2024-03-16T20:30:00Z,2023-07-19T08:00:00Z,2024-03-16T20:30:00Z,50.0,270.0,Rock,Pop,Depeche Mode,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,6159362,74,3600000,0,0,TEATRO,6
Marc Seguí - AAAAAA Tour,Taste the Floor S.L.,2024-03-16T21:00:00Z,2023-04-17T19:00:00Z,2024-03-16T20:30:00Z,20.0,20.0,Rock,Pop,Marc Seguí,Pop,New Wave,Undefined,Undefined,Sala MasterClub,Vigo,Pontevedra,0,0,0,0,0,0,SALA,0
Manolo García - Gira Teatros,"GIRA ELÉCTRICA, A.I.E.",2024-03-16T20:30:00Z,2023-04-20T10:00:00Z,2024-03-16T20:30:00Z,65.0,80.0,Rock,Pop,Manolo Garcia,Rock,Pop,Undefined,Undefined,Palacio de Congresos de Cáceres,Cáceres,Cáceres,5,617563,57,0,199000,0,SALA,4
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-03-16T20:30:00Z,2023-12-12T11:00:00Z,2024-03-16T20:30:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Escenario Santander,Santander,Cantabria,5,208188,45,0,132000,0,SALA,1
Mother Mother,Live Nation España S.A.U.,2024-03-16T20:00:00Z,2023-09-22T07:00:00Z,2024-03-16T20:00:00Z,36.0,80.0,Rock,Pop,Mother Mother,Rock,Pop,Group,Band,Palacio Vistalegre,Madrid,Madrid,10,3900616,73,1300000,0,0,ESTADIO S,3
Madison Beer,Live Nation España S.A.U.,2024-03-16T20:00:00Z,2023-10-13T08:00:00Z,2024-03-16T20:00:00Z,35.0,35.0,Rock,Pop,Madison Beer,Pop,Pop,Individual,Musician,Sala Razzmatazz,Barcelona,Barcelona,10,6359080,75,974500,3150000,3,SALA,1
Walls,Live Nation España S.A.U.,2024-03-16T20:00:00Z,2023-12-19T09:00:00Z,2024-03-16T20:00:00Z,25.0,25.0,Rock,Pop,Walls,Dance/Electronic,Club Dance,Undefined,Undefined,Sala La Paqui (Antigua Sala But),Madrid,Madrid,2,0,0,0,0,0,SALA,0
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-03-17T19:00:00Z,2023-12-12T11:00:00Z,2024-03-17T19:00:00Z,25.0,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Stage Live,Bilbao,Biscay,5,208188,45,0,132000,0,,1
Mother Mother,Live Nation España S.A.U.,2024-03-17T20:00:00Z,2023-09-22T07:00:00Z,2024-01-18T16:00:00Z,36.0,36.0,Rock,Pop,Mother Mother,Rock,Pop,Group,Band,Sant Jordi Club,Barcelona,Barcelona,10,3900616,73,1300000,0,0,TEATRO,3
Mother Mother,Live Nation España S.A.U.,2024-03-17T20:00:00Z,2024-01-18T16:00:00Z,2024-03-17T20:00:00Z,36.0,36.0,Rock,Pop,Mother Mother,Rock,Pop,Group,Band,Sala Razzmatazz,Barcelona,Barcelona,10,3900616,73,1300000,0,0,SALA,3
Madison Beer - THE SPINNIN TOUR,Live Nation España S.A.U.,2024-03-17T20:00:00Z,2023-10-13T08:00:00Z,2024-03-17T20:00:00Z,35.0,38.0,Rock,Pop,Madison Beer,Pop,Pop,Individual,Musician,Palacio Vistalegre,Madrid,Madrid,10,6359080,75,974500,3150000,3,ESTADIO S,1
Depeche Mode - Memento Mori Tour,"Live Nation España Blue Lane, SL",2024-03-21T20:30:00Z,2023-07-19T08:00:00Z,2024-03-21T20:30:00Z,60.0,200.0,Rock,Pop,Depeche Mode,Rock,Alternative Rock,Undefined,Undefined,Bizkaia Arena Bec!,Barakaldo,Biscay,10,6159362,74,3600000,0,0,,6
ROUSS,"Promociones Musicales Get In, S.L.",2024-03-21T20:00:00Z,2023-12-27T12:23:00Z,2024-03-21T22:59:00Z,20.0,20.0,Rock,Pop,Pablo Rouss,Pop,Pop Rock,Individual,Artist,Sala Villanos,Madrid,Madrid,0,0,0,0,0,0,SALA,0
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-03-21T19:30:00Z,2023-12-05T11:00:00Z,2024-03-21T22:59:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Zentral,Pamplona/Iruña,Navarre,7,261666,64,0,459000,0,SALA,1
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-03-22T21:00:00Z,2023-12-05T11:00:00Z,2024-03-22T22:59:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Sala Oasis,Zaragoza,Saragossa,7,261666,64,0,459000,0,SALA,1
Fran Perea,"Promociones Musicales Get In, S.L.",2024-03-22T20:00:00Z,2023-09-26T10:00:00Z,2024-03-22T20:00:00Z,25.0,38.0,Rock,Pop,Fran Perea,Pop,Pop Vocal,Undefined,Undefined,Sala Moon,Valencia,Valencia,0,0,0,0,0,0,SALA,0
Niall Horan - The Show,Live Nation España S.A.U.,2024-03-23T20:00:00Z,2023-06-02T08:00:00Z,2024-03-23T20:00:00Z,40.0,150.0,Rock,Pop,Niall Horan,Rock,Pop,Individual,Musician,WiZink Center,Madrid,Madrid,10,9811905,77,1000000,2110000,0,ESTADIO S,1
Paul Alone,"Promociones Musicales Get In, S.L.",2024-03-23T20:00:00Z,2024-02-08T17:00:00Z,2024-03-23T20:00:00Z,12.0,12.0,Rock,Pop,Paul Alone,Pop,Singer-Songwriter,Undefined,Undefined,Drumgorri Aretoa,Laudio/Llodio,Araba,0,0,0,0,0,0,,0
TKM Requests - Do not purchase,Ticketmaster Pasarela Real,2024-04-01T18:00:00Z,2024-01-11T17:28:00Z,2024-04-01T21:00:00Z,4.0,700.0,Rock,Pop,,,,,,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
TKM Requests 3,Ticketmaster Pasarela Real,2024-04-02T18:00:00Z,2024-02-02T19:00:00Z,2024-04-02T18:00:00Z,4.0,700.0,Rock,Pop,,,,,,Palau Sant Jordi,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Hermanos Gutiérrez,Live Nation España S.A.U.,2024-04-02T19:00:00Z,2023-12-01T09:00:00Z,2024-04-02T19:00:00Z,40.0,40.0,Rock,Pop,Hermanos Gutiérrez,Latin,Latin,Group,Band,Paral·lel 62,Barcelona,Barcelona,6,385558,66,0,48800,0,,0
Fletcher,Live Nation España S.A.U.,2024-04-03T19:00:00Z,2023-10-17T16:00:00Z,2024-04-03T19:00:00Z,40.0,40.0,Rock,Pop,Fletcher,Rock,Pop,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,10,882709,69,531600,406000,1,ESTADIO S,2
The Warning,Live Nation España S.A.U.,2024-04-04T19:00:00Z,2023-11-24T09:00:00Z,2024-04-04T19:00:00Z,25.0,25.0,Rock,Pop,The Warning,Alternative,Alternative Rock,Group,Band,La Riviera,Madrid,Madrid,8,391357,59,0,703000,0,TEATRO,2
Pol Granch - Tour 2024,"Promociones Musicales Get In, S.L.",2023-04-04T21:00:00Z,2023-12-05T11:00:00Z,2024-04-04T19:30:00Z,20.0,20.0,Rock,Pop,Pol Granch,Pop,Singer-Songwriter,Undefined,Undefined,Kafe Antzokia,Bilbao,Biscay,7,261666,64,0,459000,0,SALA,1
Fletcher,Live Nation España S.A.U.,2024-04-04T19:00:00Z,2023-10-17T16:00:00Z,2024-04-04T19:00:00Z,40.0,40.0,Rock,Pop,Fletcher,Rock,Pop,Undefined,Undefined,Sant Jordi Club,Barcelona,Barcelona,10,882709,69,531600,406000,1,TEATRO,2
Miriam Rodríguez,"Artisti-K Prod. Mus. y Cult, S.L.",2024-04-05T19:00:00Z,2023-12-12T11:00:00Z,2024-04-05T19:00:00Z,26.5,60.0,Rock,Pop,Miriam Rodriguez,Pop,Pop,Undefined,Undefined,Sala Razzmatazz 2,Barcelona,Barcelona,5,208188,45,0,132000,0,SALA,1
