name,promoter,startDateTime,sales_datetime,end_datetime,min_price,max_price,genero,subgnero,nameArtist,genre,subgenre,type,subtype,VenueName,VenueCity,VenueState,num_links,seguidores,popularidad,seguidoresLast,subscriptores,premios,VenueClass,NumGeneros
Pearl Jam - Dark Matter World Tour 2024,Music on Tour 2020 AIE,2024-07-06T19:00:00Z,2024-02-23T09:00:00Z,2024-07-06T19:00:00Z,81.0,280.0,Rock,Pop,Pearl Jam,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,8597026,75,3500000,0,0,TEATRO,7
Pearl Jam - Dark Matter World Tour 2024,Music on Tour 2020 AIE,2024-07-08T19:00:00Z,2024-02-23T09:00:00Z,2024-07-08T19:00:00Z,81.0,280.0,Rock,Pop,Pearl Jam,Rock,Alternative Rock,Undefined,Undefined,Palau Sant Jordi,Barcelona,Barcelona,10,8597026,75,3500000,0,0,TEATRO,7
Carlos Vives - El Rock de mi pueblo vive - Tour España 2024,"Planet Events, S.A.",2024-07-14T19:00:00Z,2024-02-29T11:00:00Z,2024-07-14T19:00:00Z,48.0,185.0,Rock,Pop,Carlos Vives,World,Latin,Undefined,Undefined,WiZink Center,Madrid,Madrid,10,5973546,73,478500,5950000,27,ESTADIO S,3
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-10-19T19:00:00Z,2024-03-01T11:00:00Z,2024-10-19T19:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala The One,San Vicente del Raspeig,Alacant,7,235219,61,0,203000,0,SALA,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-10-25T19:00:00Z,2024-03-01T11:00:00Z,2024-10-25T19:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala Capitol,Santiago de Compostela,La Corunna,7,235219,61,0,203000,0,SALA,1
Eurovision on tour,"Eurodrama Entertainment, S.L.",2024-10-25T16:00:00Z,2024-03-06T09:00:00Z,2024-10-25T16:00:00Z,45.0,45.0,Rock,Pop,Eurovision on tour,Pop,Pop Rock,Event Style,Festival,Palacio Vistalegre,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-10-26T20:00:00Z,2024-03-01T11:00:00Z,2024-10-26T20:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala Lava,Valladolid,Valladolid,7,235219,61,0,203000,0,SALA,1
Joan Dausà,"Pascual Arts Music, SLU",2024-10-26T19:30:00Z,2024-02-19T09:30:00Z,2024-10-26T19:00:00Z,32.0,45.0,Rock,Pop,Joan Dausà,Ballads/Romantic,Ballads/Romantic,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,5,46500,47,0,0,0,ESTADIO S,3
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-11-15T20:00:00Z,2024-03-01T11:00:00Z,2024-11-15T20:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala Custom,Sevilla,Seville,7,235219,61,0,203000,0,SALA,1
Nada Surf,"Promociones Musicales Get In, S.L.",2024-11-15T21:30:00Z,2024-03-01T11:00:00Z,2024-11-15T21:00:00Z,30.0,30.0,Rock,Pop,Nada Surf,Rock,Alternative Rock,Undefined,Undefined,Kafe Antzokia,Bilbao,Biscay,10,183798,46,1000000,0,0,SALA,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-11-16T20:00:00Z,2024-03-01T11:00:00Z,2024-11-16T20:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Aliatar,Granada,Granada,7,235219,61,0,203000,0,,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-11-22T20:30:00Z,2024-03-01T11:00:00Z,2024-11-22T20:30:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala Santana 27,Bilbao,Biscay,7,235219,61,0,203000,0,SALA,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-11-23T20:00:00Z,2024-03-01T11:00:00Z,2024-11-23T20:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Andén 56,Burgos,Burgos,7,235219,61,0,203000,0,SALA,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-11-30T21:00:00Z,2024-03-01T11:00:00Z,2024-11-30T21:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Sala Oasis,Zaragoza,Saragossa,7,235219,61,0,203000,0,SALA,1
Nil Moliner,"Promociones Musicales Get In, S.L.",2024-12-14T20:00:00Z,2024-03-01T11:00:00Z,2024-12-14T20:00:00Z,30.0,50.0,Rock,Pop,Nil Moliner,Pop,Pop,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,7,235219,61,0,203000,0,ESTADIO S,1
AC/DC - Power Up Tour,Live Nation España S.A.U.,2024-05-29T19:30:00Z,2024-02-16T09:00:00Z,2024-05-29T19:30:00Z,105.0,340.0,Rock,Hard Rock,AC/DC,Metal,Heavy Metal,Undefined,Undefined,Estadio La Cartuja de Sevilla,Sevilla,Seville,10,27964196,82,3800000,0,0,ESTADIO M,3
AC/DC - Power Up Tour,Live Nation España S.A.U.,2024-06-01T19:30:00Z,2024-02-20T09:00:00Z,2024-06-01T19:30:00Z,105.0,300.0,Rock,Hard Rock,AC/DC,Metal,Heavy Metal,Undefined,Undefined,Estadio La Cartuja de Sevilla,Sevilla,Seville,10,27964196,82,3800000,0,0,ESTADIO M,3
Las Novias + La Broma Negra,Sergio Solís Gálvez,2024-03-09T19:30:00Z,2023-11-02T13:10:00Z,2024-03-09T19:30:00Z,22.0,22.0,Alternative,Alternative Rock,Las Novias,Rock,Pop,Undefined,Undefined,Sala Upload - Poble Espanyol,Barcelona,Barcelona,7,2484,15,0,668,0,SALA,1
Patriarchy,Albert Pavía Izquierdo,2024-03-22T20:00:00Z,2024-02-14T11:43:00Z,2024-03-22T20:30:00Z,19.0,19.0,Alternative,Alternative Rock,Patriarchy,Alternative,Alternative Rock,Group,Band,Sala Specka,Madrid,Madrid,0,0,0,0,0,0,SALA,0
The Tallest Man On Earth,"Houston Party, SL",2024-09-03T19:00:00Z,2024-03-06T09:00:00Z,2024-09-03T18:30:00Z,32.0,32.0,Alternative,Alternative Rock,The Tallest Man On Earth,Rock,Pop,Undefined,Undefined,Sala Apolo,Barcelona,Barcelona,6,629604,51,0,56800,0,SALA,5
The Tallest Man On Earth,"Houston Party, SL",2024-09-05T19:30:00Z,2024-03-06T09:00:00Z,2024-09-05T19:00:00Z,32.0,32.0,Alternative,Alternative Rock,The Tallest Man On Earth,Rock,Pop,Undefined,Undefined,La Riviera,Madrid,Madrid,6,629604,51,0,56800,0,TEATRO,5
Mudhoney,"Houston Party, SL",2024-09-08T19:30:00Z,2024-02-29T15:00:00Z,2024-09-08T18:45:00Z,25.0,25.0,Alternative,Alternative Rock,Mudhoney,Rock,Alternative Rock,Undefined,Undefined,Jaguar (Lula Club),Madrid,Madrid,10,283414,43,672400,0,0,,3
Mudhoney,"Houston Party, SL",2024-09-09T19:00:00Z,2024-02-29T15:00:00Z,2024-09-09T18:30:00Z,25.0,25.0,Alternative,Alternative Rock,Mudhoney,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz 2,Barcelona,Barcelona,10,283414,43,672400,0,0,SALA,3
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-13T18:30:00Z,2024-03-08T09:00:00Z,2024-10-13T18:30:00Z,25.0,25.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Moby Dick Club,Madrid,Madrid,10,238939,52,303600,0,0,SALA,4
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-14T19:00:00Z,2024-03-08T09:00:00Z,2024-10-14T19:00:00Z,25.0,25.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Dabadaba,Donostia/San Sebastián,Guipuscoa,10,238939,52,303600,0,0,SALA,4
Foy Vance - Regarding The Joy Of Nothing Tour,Live Nation España S.A.U.,2024-10-16T18:30:00Z,2024-03-08T09:00:00Z,2024-10-16T18:30:00Z,25.0,25.0,Alternative,Alternative Rock,Foy Vance,Rock,Alternative Rock,Undefined,Undefined,Sala Upload - Poble Espanyol,Barcelona,Barcelona,10,238939,52,303600,0,0,SALA,4
Isaac Delusion,"Houston Party, SL",2024-10-31T19:30:00Z,2024-02-28T09:00:00Z,2024-10-31T20:00:00Z,23.0,23.0,Alternative,Alternative Rock,Isaac Delusion,Dance/Electronic,Club Dance,Undefined,Undefined,Sala Razzmatazz 2,Barcelona,Barcelona,7,114791,52,0,32200,0,SALA,4
New Model Army,Sergio Solís Gálvez,2024-11-07T20:30:00Z,2024-03-01T09:00:00Z,2024-11-07T20:30:00Z,26.0,26.0,Alternative,Alternative Rock,New Model Army,Rock,Alternative Rock,Undefined,Undefined,Sala Santana 27,Bilbao,Biscay,10,105243,45,206300,0,0,SALA,1
New Model Army,Sergio Solís Gálvez,2024-11-08T20:00:00Z,2024-03-01T09:00:00Z,2024-11-08T20:00:00Z,26.0,26.0,Alternative,Alternative Rock,New Model Army,Rock,Alternative Rock,Undefined,Undefined,Sala Mon Live,Madrid,Madrid,10,105243,45,206300,0,0,SALA,1
New Model Army,Sergio Solís Gálvez,2024-11-10T19:30:00Z,2024-03-01T09:00:00Z,2024-11-10T19:30:00Z,26.0,26.0,Alternative,Alternative Rock,New Model Army,Rock,Alternative Rock,Undefined,Undefined,Sala Razzmatazz 2,Barcelona,Barcelona,10,105243,45,206300,0,0,SALA,1
Kazy Lambist,"Houston Party, SL",2024-12-12T19:30:00Z,2024-02-29T09:00:00Z,2024-12-12T20:00:00Z,22.0,22.0,Alternative,Alternative Rock,Kazy Lambist,Dance/Electronic,Funky Breaks,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,7,113820,57,0,3740,0,SALA,3
Kazy Lambist,"Houston Party, SL",2024-12-13T19:30:00Z,2024-02-29T09:00:00Z,2024-12-13T20:00:00Z,22.0,22.0,Alternative,Alternative Rock,Kazy Lambist,Dance/Electronic,Funky Breaks,Individual,Musician,Sala Changó,Madrid,Madrid,7,113820,57,0,3740,0,SALA,3
Juancho Marqués,Taste the Floor S.L.,2024-03-02T20:30:00Z,2023-01-04T14:00:00Z,2024-03-02T11:30:00Z,25.0,25.0,Hip-Hop/Rap,Hip-Hop/Rap,Juancho Marqués,Hip-Hop/Rap,Urban,Undefined,Undefined,Sala Santana 27 - Sala Gold,Bilbao,Biscay,7,151234,49,0,62100,0,SALA,2
Juancho Marqués,Taste the Floor S.L.,2024-03-01T19:30:00Z,2023-01-04T14:00:00Z,2024-03-01T11:30:00Z,25.0,25.0,Hip-Hop/Rap,Hip-Hop/Rap,Juancho Marqués,Hip-Hop/Rap,Urban,Undefined,Undefined,Zentral,Pamplona/Iruña,Navarre,7,151234,49,0,62100,0,SALA,2
Milo J,"33 Producciones y Management, S.L.",2024-03-03T18:30:00Z,2023-12-11T13:00:00Z,2024-03-01T11:00:00Z,35.0,35.0,Other,Other,Milo J,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Zentral,Pamplona/Iruña,Navarre,0,0,0,0,0,0,SALA,0
Milo J,"33 Producciones y Management, S.L.",2024-03-07T18:30:00Z,2023-12-11T13:00:00Z,2024-02-29T12:27:00Z,35.0,35.0,Other,Other,Milo J,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Sala Repvblicca,Mislata,Valencia,0,0,0,0,0,0,SALA,0
Camela,Promociones Musicales Iregua SL,2024-03-09T21:30:00Z,2024-01-02T11:00:00Z,2024-03-09T21:30:00Z,35.0,35.0,World,Flamenco,Camela,Other,Other,Individual,Singer/Vocalist,Plaza de Toros de Logroño,Logroño,La Rioja,6,402985,57,0,316000,0,ESTADIO S,4
Shawn James,Live Nation España S.A.U.,2024-03-10T19:30:00Z,2023-11-17T09:00:00Z,2024-03-10T19:30:00Z,25.0,25.0,Other,Other,Shawn James,Blues,Blues,Individual,Musician,Sala Razzmatazz 2,Barcelona,Barcelona,7,0,0,0,481000,0,SALA,0
El Kanka,"A Volar Music, S.L",2024-03-10T19:30:00Z,2023-12-27T15:30:00Z,2024-03-10T19:30:00Z,20.0,25.0,Other,Other,El Kanka,Pop,Pop,Undefined,Undefined,Teatro Principal de Zamora,Zamora,Zamora,7,275892,57,0,252000,0,TEATRO,2
Milo J,"33 Producciones y Management, S.L.",2024-03-14T18:30:00Z,2023-12-11T13:00:00Z,2024-01-12T12:00:00Z,35.0,35.0,Other,Other,Milo J,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Pandora Sevilla,Sevilla,Seville,0,0,0,0,0,0,,0
Kadec Santa Anna - 24 Tour,"Planet Events, S.A.",2024-03-15T19:30:00Z,2023-10-06T13:00:00Z,2024-03-15T19:30:00Z,22.0,22.0,Other,Other,Kadec Santa Ana,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Sala Custom,Sevilla,Seville,0,0,0,0,0,0,SALA,0
Milo J,"33 Producciones y Management, S.L.",2024-03-15T18:30:00Z,2023-12-11T13:00:00Z,2024-03-15T22:59:00Z,30.0,60.0,Other,Other,Milo J,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Palacio Vistalegre,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Juancho Marqués,Taste the Floor S.L.,2024-03-16T21:00:00Z,2023-01-04T14:00:00Z,2024-03-16T22:00:00Z,25.0,25.0,Hip-Hop/Rap,Hip-Hop/Rap,Juancho Marqués,Hip-Hop/Rap,Urban,Undefined,Undefined,Oasis Club Teatro,Zaragoza,Saragossa,7,151234,49,0,62100,0,TEATRO,2
Kadec Santa Anna - 24 Tour,"Planet Events, S.A.",2024-03-16T20:00:00Z,2023-10-06T13:00:00Z,2024-03-16T20:00:00Z,22.0,22.0,Other,Other,Kadec Santa Ana,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Mamba,Murcia,Murcia,0,0,0,0,0,0,SALA,0
"Hivernacle Pop Up Club#5 SEASON CLOSING: PAWSA, Toman & Foie Grass","Live Las Ventas, A.I.E.",2024-03-17T15:00:00Z,2024-02-07T12:26:00Z,2024-03-17T21:00:00Z,23.0,27.0,Dance/Electronic,Dance/Electronic,HIVERNACLE,Dance/Electronic,Dance/Electronic,Undefined,Undefined,Live Las Ventas,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Nicki Nicole,"33 Producciones y Management, S.L.",2024-03-21T18:30:00Z,2023-11-10T13:00:00Z,2024-03-21T19:00:00Z,30.0,60.0,Other,Other,Nicki Nicole,Hip-Hop/Rap,Urban,Individual,Musician,WiZink Center,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Cano,"Rabat Music, S.L",2024-03-22T18:00:00Z,2023-10-31T20:00:00Z,2024-03-22T18:00:00Z,25.0,30.0,Hip-Hop/Rap,Hip-Hop/Rap,Cano,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Artist,Palacio Vistalegre,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Nicki Nicole,"33 Producciones y Management, S.L.",2024-03-22T19:30:00Z,2023-11-10T13:00:00Z,2024-03-22T20:00:00Z,30.0,60.0,Other,Other,Nicki Nicole,Hip-Hop/Rap,Urban,Individual,Musician,Sant Jordi Club,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Kadec Santa Anna - 24 Tour,"Planet Events, S.A.",2024-03-22T19:30:00Z,2023-10-06T13:00:00Z,2024-03-22T19:30:00Z,22.0,22.0,Other,Other,Kadec Santa Ana,Hip-Hop/Rap,Hip-Hop/Rap,Undefined,Undefined,Sala M100,Córdoba,Córdoba,0,0,0,0,0,0,SALA,0
Víctor Martín,"Eo Música Representación y Producción, S.L.U.",2024-03-22T21:30:00Z,2024-02-12T15:00:00Z,2024-03-22T21:00:00Z,13.0,13.0,Other,Other,Víctor Martín,Other,Other,Individual,Artist,La Pecera,Vigo,Pontevedra,0,0,0,0,0,0,,0
Cano,"Rabat Music, S.L",2024-03-23T18:00:00Z,2023-11-14T20:00:00Z,2024-03-23T18:00:00Z,25.0,30.0,Hip-Hop/Rap,Hip-Hop/Rap,Cano,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Artist,Palacio Vistalegre,Madrid,Madrid,0,0,0,0,0,0,ESTADIO S,0
Víctor Martín,"Eo Música Representación y Producción, S.L.U.",2024-03-23T21:30:00Z,2024-02-12T15:00:00Z,2024-03-23T21:00:00Z,13.0,13.0,Other,Other,Víctor Martín,Other,Other,Individual,Artist,La Disfrutona del Orzán,A Coruña,La Corunna,0,0,0,0,0,0,SALA,0
Ha*Ash,"Planet Events, S.A.",2024-04-17T19:00:00Z,2023-11-16T11:00:00Z,2024-02-21T13:45:00Z,35.0,35.0,Other,Other,Ha*Ash,Ballads/Romantic,Ballads/Romantic,Undefined,Undefined,Sala Repvblicca,Mislata,Valencia,9,8158803,74,0,0,0,SALA,3
Ha*Ash,"Planet Events, S.A.",2024-04-17T19:00:00Z,2024-02-22T10:00:00Z,2024-04-17T19:00:00Z,35.0,35.0,Other,Other,Ha*Ash,Ballads/Romantic,Ballads/Romantic,Undefined,Undefined,Sala Moon,Valencia,Valencia,9,8158803,74,0,0,0,SALA,3
Christian Nodal,"Tickex Experience, S.L.",2024-07-13T20:00:00Z,2023-11-28T21:00:00Z,2024-07-11T21:59:00Z,37.5,106.25,Undefined,Undefined,Christian Nodal,World,Latin,Individual,Musician,Auditorio Starlite,Marbella,Málaga,8,14273479,81,0,11200000,0,SALA,3
Take That,"Tickex Experience, S.L.",2024-07-14T20:00:00Z,2023-11-28T21:00:00Z,2024-07-12T21:59:00Z,67.86,283.04,Undefined,Undefined,Take That,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,1288784,65,1000000,0,35,SALA,3
Take That,"Tickex Experience, S.L.",2024-07-15T20:00:00Z,2023-10-24T08:30:00Z,2024-07-13T21:59:00Z,138.04,175.18,Undefined,Undefined,Take That,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,1288784,65,1000000,0,35,SALA,3
Carlos Vives,"Tickex Experience, S.L.",2024-07-16T20:00:00Z,2024-02-28T15:00:00Z,2024-07-14T21:59:00Z,35.71,75.0,Undefined,Undefined,Carlos Vives,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,5973546,73,478500,5950000,27,SALA,3
Mega Silent Disco,Godwin Emmanuel Ozurigbo,2024-05-25T21:30:00Z,2024-02-23T17:54:00Z,2024-05-25T20:00:00Z,20.0,75.0,Dance/Electronic,Dance/Electronic,Bartan Beat,Dance/Electronic,Dance/Electronic,Event Style,Undefined,Poble Espanyol,Barcelona,Barcelona,0,0,0,0,0,0,TEATRO,0
Jamie Cullum,"Tickex Experience, S.L.",2024-06-14T20:00:00Z,2023-11-30T16:56:00Z,2024-06-12T21:59:00Z,30.01,74.11,Undefined,Undefined,Jamie Cullum,Jazz,Jazz,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,516950,55,0,209000,10,SALA,3
Sheryl Crow,"Tickex Experience, S.L.",2024-06-21T20:00:00Z,2023-11-28T20:57:00Z,2024-06-19T21:59:00Z,31.25,100.0,Undefined,Undefined,Sheryl Crow,Rock,Alternative Rock,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,1137176,67,0,394000,0,SALA,5
Aitana,"Tickex Experience, S.L.",2024-06-22T20:00:00Z,2024-01-09T12:29:00Z,2024-06-20T21:59:00Z,71.43,160.71,Undefined,Undefined,Aitana,Pop,Pop Vocal,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,2916984,72,0,2380000,0,SALA,3
Myke Towers,"Tickex Experience, S.L.",2024-07-03T20:00:00Z,2023-11-28T21:00:00Z,2024-07-01T21:59:00Z,71.43,143.75,Undefined,Undefined,Myke Towers,Hip-Hop/Rap,Hip-Hop/Rap,Individual,Musician,Auditorio Starlite,Marbella,Málaga,5,14307176,88,0,12800000,0,SALA,3
Emilia,"Tickex Experience, S.L.",2024-07-04T20:00:00Z,2024-01-24T15:00:00Z,2024-07-02T21:59:00Z,34.82,96.43,Undefined,Undefined,Emilia,Pop,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
Camilo,"Tickex Experience, S.L.",2024-07-06T20:00:00Z,2023-11-28T20:00:00Z,2024-07-04T21:59:00Z,59.82,148.21,Undefined,Undefined,Camilo,Latin,Latin,Individual,Musician,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
Camilo,"Tickex Experience, S.L.",2024-07-08T20:00:00Z,2023-11-28T20:59:00Z,2024-07-06T21:59:00Z,76.79,177.68,Undefined,Undefined,Camilo,Latin,Latin,Individual,Musician,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
Keane,"Tickex Experience, S.L.",2024-07-09T20:00:00Z,2024-01-15T13:20:00Z,2024-07-07T21:59:00Z,32.14,113.39,Undefined,Undefined,Keane,Rock,Alternative Rock,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,3274790,73,3200000,0,0,SALA,3
BBF Madrid 2024,Live Nation España Red Path SL,2024-07-14T16:30:00Z,2024-02-09T09:00:00Z,2024-07-14T21:59:00Z,58.0,98.0,Dance/Electronic,Dance/Electronic,Barcelona Beach Festival,Undefined,Undefined,Event Style,Festival,Iberdrola Music,Madrid,Madrid,4,0,0,0,0,0,ESTADIO M,0
BBF Madrid 2024 | Premium,Live Nation España Red Path SL,2024-07-14T16:30:00Z,2024-02-09T09:00:00Z,2024-07-14T21:59:00Z,170.0,170.0,Dance/Electronic,Dance/Electronic,Barcelona Beach Festival,Undefined,Undefined,Event Style,Festival,Iberdrola Music,Madrid,Madrid,4,0,0,0,0,0,ESTADIO M,0
Camilo,Taborodri Hostelería S.L.,2024-07-16T20:00:00Z,2023-11-09T09:00:00Z,2023-11-09T12:00:00Z,45.0,90.0,Other,Other,Camilo,Latin,Latin,Individual,Musician,Cuartel de Artillería,Murcia,Murcia,0,0,0,0,0,0,,0
Gipsy Kings Featuring Nicolas Reyes And Tonino Baliardo,"Tickex Experience, S.L.",2024-07-19T20:00:00Z,2024-01-24T15:00:00Z,2024-07-17T21:59:00Z,30.0,62.5,Undefined,Undefined,Gipsy Kings featuring Nicolas Reyes,World,Latin,Individual,Musician,Auditorio Starlite,Marbella,Málaga,0,0,0,0,0,0,SALA,0
The Teskey Brothers,Live Nation España S.A.U.,2024-07-19T19:00:00Z,2024-01-26T09:00:00Z,2024-07-19T19:00:00Z,30.0,30.0,Other,Other,The Teskey Brothers,Blues,Blues,Group,Band,La Riviera,Madrid,Madrid,7,685069,64,0,305000,0,TEATRO,1
The Teskey Brothers,Live Nation España S.A.U.,2024-07-20T19:00:00Z,2024-01-26T09:00:00Z,2024-07-20T19:00:00Z,30.0,30.0,Other,Other,The Teskey Brothers,Blues,Blues,Group,Band,Sala Razzmatazz 1,Barcelona,Barcelona,7,685069,64,0,305000,0,SALA,1
Karol G - Mañana Será Bonito Tour,Live Nation España Black Star S.L,2024-07-20T19:30:00Z,2023-12-15T09:00:00Z,2024-07-20T19:30:00Z,58.0,400.0,Other,Other,Karol G,Latin,Latin,Individual,Musician,Estadio Santiago Bernabéu,Madrid,Madrid,7,45012480,90,0,36100000,0,ESTADIO M,4
Karol G - Mañana Será Bonito Tour,Live Nation España Black Star S.L,2024-07-21T19:30:00Z,2023-12-15T09:00:00Z,2024-07-21T19:30:00Z,58.0,400.0,Other,Other,Karol G,Latin,Latin,Individual,Musician,Estadio Santiago Bernabéu,Madrid,Madrid,7,45012480,90,0,36100000,0,ESTADIO M,4
Karol G - Mañana Será Bonito Tour,Live Nation España Black Star S.L,2024-07-22T19:30:00Z,2023-12-15T14:00:00Z,2024-07-22T19:30:00Z,58.0,380.0,Other,Other,Karol G,Latin,Latin,Individual,Musician,Estadio Santiago Bernabéu,Madrid,Madrid,7,45012480,90,0,36100000,0,ESTADIO M,4
Simple Minds,"Tickex Experience, S.L.",2024-07-22T20:00:00Z,2023-12-07T17:16:00Z,2024-07-20T21:59:00Z,35.71,113.39,Undefined,Undefined,Simple Minds,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,10,1954001,67,1600000,0,5,SALA,8
Tom Jones,"Tickex Experience, S.L.",2024-07-23T20:00:00Z,2024-01-11T14:40:00Z,2024-07-21T21:59:00Z,50.89,141.96,Undefined,Undefined,Tom Jones,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,937541,65,1100000,0,0,SALA,2
Diana Krall,"Tickex Experience, S.L.",2024-07-24T20:00:00Z,2023-11-28T21:00:00Z,2024-07-22T21:59:00Z,31.25,71.43,Undefined,Undefined,Diana Krall,Jazz,Jazz,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,7,0,0,1200000,0,0,SALA,0
Aitana,"Tickex Experience, S.L.",2024-07-29T20:00:00Z,2024-01-09T12:33:00Z,2024-07-27T21:59:00Z,59.82,176.43,Undefined,Undefined,Aitana,Pop,Pop Vocal,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,2916984,72,0,2380000,0,SALA,3
Aitana,"Tickex Experience, S.L.",2024-07-30T20:00:00Z,2024-02-08T11:00:00Z,2024-07-28T21:00:00Z,49.11,116.07,Undefined,Undefined,Aitana,Pop,Pop Vocal,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,2916984,72,0,2380000,0,SALA,3
Luis Miguel,"Tickex Experience, S.L.",2024-07-31T20:00:00Z,2023-11-25T18:51:00Z,2024-07-29T21:59:00Z,179.46,516.07,Undefined,Undefined,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Los Secretos,"Tickex Experience, S.L.",2024-08-01T20:00:00Z,2023-12-07T17:20:00Z,2024-07-30T21:59:00Z,30.01,67.86,Undefined,Undefined,Los Secretos,Rock,Pop,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,8,442958,54,0,0,0,SALA,5
Luis Miguel,"Tickex Experience, S.L.",2024-08-02T20:00:00Z,2023-11-25T18:51:00Z,2024-07-31T21:59:00Z,179.46,516.07,Undefined,Undefined,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Luis Miguel,"Tickex Experience, S.L.",2024-08-03T20:00:00Z,2024-01-17T16:34:00Z,2024-08-01T21:59:00Z,179.46,516.07,Undefined,Undefined,Luis Miguel,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,9,14950927,82,0,0,12,SALA,2
Antonio José,"Tickex Experience, S.L.",2024-08-06T20:00:00Z,2023-11-30T17:00:00Z,2024-08-04T21:59:00Z,30.01,62.5,Undefined,Undefined,Antonio José,World,Latin,Undefined,Undefined,Auditorio Starlite,Marbella,Málaga,5,535029,61,0,912000,0,SALA,2
Hauser,"Tickex Experience, S.L.",2024-08-07T20:00:00Z,2024-01-18T11:00:00Z,2024-08-05T21:59:00Z,35.71,94.64,Undefined,Undefined,HAUSER,Classical,Classical/Vocal,Individual,Musician,Auditorio Starlite,Marbella,Málaga,6,286715,55,0,3060000,0,SALA,1
